"Product","Gene_Name","Count","Example_Tag","DbXrefs"
"L-ribulose-5-phosphate 4-epimerase","araD",18,"GEGEGB_00550","COG:COG0235, COG:EG, EC:5.1.3.4, GO:0005829, GO:0008270, GO:0008742, GO:0016832, GO:0019323, GO:0019568, GO:0019569, RefSeq:WP_000888641.1, SO:0001217, UniParc:UPI00000599C8, UniRef:UniRef100_A0A725VK57, UniRef:UniRef50_P08203, UniRef:UniRef90_P08203"
"LPS export ABC transporter ATP-binding protein","lptB",18,"GEGEGB_10930","COG:COG1131, COG:V, EC:7.5.2.5, GO:0005524, GO:0009898, GO:0015221, GO:0015920, GO:0016887, GO:0042626, GO:0043190, RefSeq:WP_001287626.1, SO:0001217, UniParc:UPI000005A0E1, UniRef:UniRef100_A0A725K2F6, UniRef:UniRef50_P0A9U1, UniRef:UniRef90_P0A9U1"
"Lipoprotein YgdI/YgdR-like SH3-like domain-containing protein",NA,18,"GEGEGB_15195","RefSeq:WP_000750393.1, SO:0001217, UniParc:UPI000005A3CF, UniRef:UniRef100_M7RCY4, UniRef:UniRef50_P65293, UniRef:UniRef90_A9MS99"
"Mg2+ transport protein","mgtC",18,"GEGEGB_19825","COG:COG1285, COG:P, GO:0005886, SO:0001217, UniParc:UPI00023026AF, UniRef:UniRef100_Q8Z2J2, UniRef:UniRef50_D0ZLQ7, UniRef:UniRef90_D0ZLQ7, VFDB:VFC0272, VFDB:VFG000575"
"N-acetyltransferase","rimI",18,"GEGEGB_20485","COG:COG0456, COG:J, EC:2.3.1.-, GO:0008080, RefSeq:WP_000619903.1, SO:0001217, UniParc:UPI000005A740, UniRef:UniRef100_A0A5J0RPG4, UniRef:UniRef50_P37664, UniRef:UniRef90_A0A2I5HMI5"
"Nucleoside-diphosphate-sugar epimerase","wcaG",18,"GEGEGB_04055","COG:COG0451, COG:M, RefSeq:WP_001041695.1, SO:0001217, UniParc:UPI0000059C31, UniRef:UniRef100_A0A0H2VMN6, UniRef:UniRef50_P32055, UniRef:UniRef90_A0A826X2V4"
"Opacity protein LomR and related surface antigens","lomR",18,"GEGEGB_13255","COG:COG3637, COG:M, RefSeq:WP_000830239.1, SO:0001217, UniParc:UPI000005A278, UniRef:UniRef100_A0A5U9HXT3, UniRef:UniRef50_A0A6N2XZW8, UniRef:UniRef90_A0A447R8K3"
"Outer membrane lipoprotein",NA,18,"GEGEGB_05055","RefSeq:WP_000803230.1, SO:0001217, UniParc:UPI0000059CD2, UniRef:UniRef100_A0A725FW51, UniRef:UniRef50_P76308, UniRef:UniRef90_A0A3V9NLG3"
"Outer membrane receptor for ferrienterochelin and colicins","fepA",18,"GEGEGB_12035","COG:COG4771, COG:P, RefSeq:WP_001034967.1, SO:0001217, UniParc:UPI000005A1A0, UniRef:UniRef100_A0A725G4E0, UniRef:UniRef50_P05825, UniRef:UniRef90_A0A379SBE6"
"Oxaloacetate decarboxylase beta chain","oadB",18,"GEGEGB_00295","COG:C, COG:COG1883, EC:7.2.4.2, GO:0005886, GO:0006814, GO:0015451, GO:0016829, RefSeq:WP_000444844.1, SO:0001217, UniParc:UPI0000059998, UniRef:UniRef100_UPI0000059998, UniRef:UniRef50_P13156, UniRef:UniRef90_P13156"
"PTS ascorbate transporter subunit IIC","ulaA",18,"GEGEGB_02820","COG:COG3037, COG:G, RefSeq:WP_001681684.1, SO:0001217, UniParc:UPI0000059B4E, UniRef:UniRef100_A0A3U6YC01, UniRef:UniRef50_Q93SD8, UniRef:UniRef90_A0A3U6YC01"
"PTS glucose transporter subunit IIBC","ptsG",18,"GEGEGB_09085","COG:COG1264, COG:G, EC:2.7.1.199, GO:0005355, GO:0005886, GO:0008982, GO:0009401, GO:0016301, GO:0016310, GO:0090564, GO:1904659, RefSeq:WP_000475735.1, SO:0001217, UniParc:UPI0000059F94, UniRef:UniRef100_A0A725VI24, UniRef:UniRef50_P37439, UniRef:UniRef90_P37439"
"Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)","ptsN",18,"GEGEGB_02810","COG:COG1762, COG:GT, RefSeq:WP_000901818.1, SO:0001217, UniParc:UPI0000059B4C, UniRef:UniRef100_A0A725VEC0, UniRef:UniRef50_A0A379QZM9, UniRef:UniRef90_A0A379QZM9"
"Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific IID component","manZ",18,"GEGEGB_05560","COG:COG3716, COG:G, RefSeq:WP_001518647.1, SO:0001217, UniParc:UPI0000059D2E, UniRef:UniRef100_A0A6C8GPU6, UniRef:UniRef50_P69807, UniRef:UniRef90_A0A0D7LUZ0"
"Pilin (type 1 fimbrial protein)","fimA",18,"GEGEGB_13290","COG:COG3539, COG:N, RefSeq:WP_000062036.1, SO:0001217, UniParc:UPI000005A27E, UniRef:UniRef100_A0A725VKY6, UniRef:UniRef50_A0A344R594, UniRef:UniRef90_A0A344R594"
"Protein thiol-disulfide isomerase DsbC","dsbC",18,"GEGEGB_00160","COG:COG1651, COG:O, RefSeq:WP_000291399.1, SO:0001217, UniParc:UPI000005997D, UniRef:UniRef100_A0A725FSM0, UniRef:UniRef50_A0A0L0AH89, UniRef:UniRef90_A0A3F3IC95"
"Putative hemolysin","hlx",18,"GEGEGB_06110","COG:COG3042, COG:R, RefSeq:WP_000673491.1, SO:0001217, UniParc:UPI0000059D93, UniRef:UniRef100_A0A5U9I801, UniRef:UniRef50_A0A0V9JSK3, UniRef:UniRef90_A0A2I5HHK3"
"Rhodanese-related sulfurtransferase","pspE",18,"GEGEGB_14195","COG:COG0607, COG:P, RefSeq:WP_000022010.1, SO:0001217, UniParc:UPI000005A318, UniRef:UniRef100_A0A3U7XU50, UniRef:UniRef50_A0A285AXC5, UniRef:UniRef90_A0A636VZ56"
"Sensor histidine kinase DipB regulating citrate/malate metabolism","citA",18,"GEGEGB_00290","COG:COG3290, COG:T, SO:0001217, UniRef:UniRef50_P52687, UniRef:UniRef90_A0A0T9Y0C6"
"Tellurite resistance protein TehB, SAM-dependent methylase, cupin superfamily","tehB",18,"GEGEGB_05680","COG:COG3615, COG:P, RefSeq:WP_000018971.1, SO:0001217, UniParc:UPI0000059D45, UniRef:UniRef100_A0A725VJ93, UniRef:UniRef50_A0A1R4ED28, UniRef:UniRef90_A0A0J1LWQ8"
"Type VI protein secretion system component Hcp (secreted cytotoxin)","hcp",18,"GEGEGB_16040","COG:COG3157, COG:U, KEGG:K11903, RefSeq:WP_000338756.1, SO:0001217, UniParc:UPI000005A462, UniRef:UniRef100_A0A725FZ20, UniRef:UniRef50_V1GVB2, UniRef:UniRef90_V1GVB2"
"Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG","ubiE",18,"GEGEGB_13700","COG:COG2226, COG:H, RefSeq:WP_000801233.1, SO:0001217, UniParc:UPI000005A2C6, UniRef:UniRef100_A0A725GBD8, UniRef:UniRef50_P75672, UniRef:UniRef90_A0A659SHR2"
"Uncharacterized membrane protein YeaQ/YmgE, transglycosylase-associated protein family","yeaQ",18,"GEGEGB_05735","COG:COG2261, COG:R, RefSeq:WP_000511323.1, SO:0001217, UniParc:UPI0000059D50, UniRef:UniRef100_A0A3V7PAZ7, UniRef:UniRef50_A0A090V055, UniRef:UniRef90_A0A3V7PAZ7"
"Uncharacterized protein STM3548, contains class I glutamine amidotransferase domain",NA,18,"GEGEGB_06630","COG:COG5426, COG:R, RefSeq:WP_000697190.1, SO:0001217, UniParc:UPI0000059DE7, UniRef:UniRef100_A0A725G8H3, UniRef:UniRef50_V6M4D6, UniRef:UniRef90_A0A5J2DTM5"
"VOC family protein","gloA",18,"GEGEGB_01270","COG:COG0346, COG:Q, RefSeq:WP_000901086.1, SO:0001217, UniParc:UPI0000059A49, UniRef:UniRef100_A0A6C8GES4, UniRef:UniRef50_A9MPH3, UniRef:UniRef90_A9MPH3"
"acetolactate synthase small subunit","ilvN",18,"GEGEGB_00640","COG:COG0440, COG:E, EC:2.2.1.6, GO:0003984, GO:0005829, GO:0009082, GO:0009097, GO:0009099, GO:1990610, SO:0001217, UniParc:UPI00000599D8, UniRef:UniRef100_A0A0U0WPM8, UniRef:UniRef50_P00894, UniRef:UniRef90_P00894"
"adenine-specific DNA-methyltransferase","yhdJ",18,"GEGEGB_17390","COG:COG0863, COG:L, GO:0003677, GO:0006306, GO:0008170, RefSeq:WP_000642611.1, SO:0001217, UniParc:UPI000005A54C, UniRef:UniRef100_A0A5W7MXS1, UniRef:UniRef50_A0A7K4CUC4, UniRef:UniRef90_Q57J82"
"alpha-amylase","amyA",18,"GEGEGB_04910","COG:COG0366, COG:G, EC:3.2.1.1, GO:0004553, GO:0004556, GO:0005509, GO:0005737, GO:0005975, RefSeq:WP_000795470.1, SO:0001217, UniParc:UPI0000059CB8, UniRef:UniRef100_A0A725G6U2, UniRef:UniRef50_P26612, UniRef:UniRef90_P26613"
"aspartate-semialdehyde dehydrogenase","asd",18,"GEGEGB_02685","COG:COG0136, COG:E, EC:1.2.1.11, GO:0008652, GO:0016620, GO:0046983, GO:0051287, RefSeq:WP_001289141.1, SO:0001217, UniParc:UPI0000059B33, UniRef:UniRef100_A0A8E6XFW2, UniRef:UniRef50_P08390, UniRef:UniRef90_A8ADR0"
"beta-aspartyl-peptidase","iaaA",18,"GEGEGB_10760","COG:COG1446, COG:E, EC:3.4.19.5, GO:0004067, GO:0005737, GO:0008798, GO:0016540, KEGG:K13051, RefSeq:WP_001030503.1, SO:0001217, UniParc:UPI000005A0C8, UniRef:UniRef100_Q7CQV5, UniRef:UniRef50_P37595, UniRef:UniRef90_Q7CQV5"
"citrate lyase subunit alpha","citF",18,"GEGEGB_00330","COG:C, COG:COG3051, EC:2.8.3.10, EC:4.1.3.6, GO:0005737, GO:0006084, GO:0006113, GO:0008814, GO:0008815, GO:0009346, RefSeq:WP_000665586.1, SO:0001217, UniParc:UPI000005999F, UniRef:UniRef100_A0A726AB57, UniRef:UniRef50_P45413, UniRef:UniRef90_P45413"
"cyclic di-GMP phosphodiesterase","eAL",18,"GEGEGB_03425","COG:COG2200, COG:T, EC:3.1.4.52, RefSeq:WP_000957756.1, SO:0001217, UniParc:UPI0000059BBE, UniRef:UniRef100_A0A725FTA3, UniRef:UniRef50_P76446, UniRef:UniRef90_C0Q0S5"
"cytochrome c biogenesis heme-transporting ATPase CcmA","ccmA",18,"GEGEGB_03285","EC:7.6.2.-, EC:7.6.2.5, GO:0005524, GO:0005886, GO:0015439, GO:0016887, GO:0017004, GO:0022857, RefSeq:WP_000888541.1, SO:0001217, UniParc:UPI0000059BA4, UniRef:UniRef100_P61378, UniRef:UniRef50_Q57I19, UniRef:UniRef90_P61378"
"cytochrome c maturation protein CcmE","ccmE",18,"GEGEGB_03305","COG:CO, COG:COG2332, GO:0005886, GO:0017004, GO:0020037, GO:0046872, RefSeq:WP_001053607.1, SO:0001217, UniParc:UPI0000059BA8, UniRef:UniRef100_Q5PMV3, UniRef:UniRef50_Q8XG35, UniRef:UniRef90_Q8XG35"
"dethiobiotin synthase","bioD",18,"GEGEGB_07435","COG:COG0132, COG:H, EC:6.3.3.3, GO:0000287, GO:0004141, GO:0005524, GO:0005829, GO:0009102, GO:0042803, KEGG:K01935, RefSeq:WP_000919236.1, SO:0001217, UniParc:UPI0000059E7B, UniRef:UniRef100_Q8Z6X9, UniRef:UniRef50_P0A6F0, UniRef:UniRef90_P0A6F0"
"esterase","ybfF",18,"GEGEGB_11495","COG:COG0596, COG:HR, RefSeq:WP_000773252.1, SO:0001217, UniParc:UPI000005A143, UniRef:UniRef100_A0A725GA20, UniRef:UniRef50_P75736, UniRef:UniRef90_A0A447JL35"
"ferredoxin-like protein FixX","fixX",18,"GEGEGB_00405","GO:0016491, GO:0071949, RefSeq:WP_001287774.1, SO:0001217, UniParc:UPI00000599AE, UniRef:UniRef100_Q8Z9K9, UniRef:UniRef50_P77337, UniRef:UniRef90_Q8ZRW9"
"fimbrial outer membrane usher protein","fimD",18,"GEGEGB_13305","COG:COG3188, COG:NW, KEGG:K07347, SO:0001217, UniRef:UniRef50_A0A514EPK1, UniRef:UniRef90_A0A447NZW9"
"fimbrial protein","fimA",18,"GEGEGB_15475","RefSeq:WP_001244646.1, SO:0001217, UniParc:UPI000005A3FB, UniRef:UniRef100_A0A725K5Q5, UniRef:UniRef50_A0A974QCL8, UniRef:UniRef90_A0A3S4EPI3"
"formate C-acetyltransferase","pflB",18,"GEGEGB_10350","COG:C, COG:COG1882, EC:2.3.1.54, GO:0005737, GO:0006113, GO:0008861, GO:0015942, RefSeq:WP_001292799.1, SO:0001217, UniParc:UPI000005A079, UniRef:UniRef100_A0A5I1DPW7, UniRef:UniRef50_P09373, UniRef:UniRef90_A9QWP3"
"gluconate transporter","gntU",18,"GEGEGB_21040","COG:COG2610, COG:G, GO:0015128, GO:0016020, GO:0035429, RefSeq:WP_000105950.1, SO:0001217, UniParc:UPI000005A79F, UniRef:UniRef100_A0A3U7XMK6, UniRef:UniRef50_P0AC97, UniRef:UniRef90_A0A0K0HFP7"
"glutathione-regulated potassium-efflux system protein KefB","kefB",18,"GEGEGB_21405","COG:COG1226, COG:P, GO:0005886, GO:0006813, GO:0015297, GO:0015503, GO:1902600, RefSeq:WP_000398137.1, SO:0001217, UniParc:UPI000005A7DF, UniRef:UniRef100_Q8Z1Y7, UniRef:UniRef50_Q83PY0, UniRef:UniRef90_Q8Z1Y7"
"glycerophosphodiester phosphodiesterase","glpQ",18,"GEGEGB_03120","COG:COG0584, COG:I, EC:3.1.4.46, GO:0006629, GO:0008081, RefSeq:WP_000858949.1, SO:0001217, UniParc:UPI0000059B8A, UniRef:UniRef100_A0A725G0A8, UniRef:UniRef50_Q06282, UniRef:UniRef90_A8ADY1"
"glycogen debranching protein GlgX","glgX",18,"GEGEGB_07780","COG:COG1523, COG:G, EC:3.2.1.68, GO:0004133, GO:0005980, KEGG:K01214, SO:0001217, UniParc:UPI0000059EB0, UniRef:UniRef100_Q8Z722, UniRef:UniRef50_A0A2N7WKR4, UniRef:UniRef90_Q8Z722"
"hydrogenase maturation nickel metallochaperone HypA","hypA",18,"GEGEGB_14505","COG:COG0375, COG:O, GO:0008270, GO:0008901, GO:0016151, GO:0036211, GO:0051604, RefSeq:WP_000544461.1, SO:0001217, UniParc:UPI000005A34E, UniRef:UniRef100_P64420, UniRef:UniRef50_Q8FEL9, UniRef:UniRef90_P64420"
"lactaldehyde reductase","fucO",18,"GEGEGB_15135","COG:C, COG:COG1454, EC:1.1.1.77, GO:0000166, GO:0004022, GO:0005829, GO:0008198, GO:0008912, GO:0016491, GO:0019301, GO:0042355, GO:0042803, GO:0042846, GO:0051143, GO:0052660, GO:0052661, KEGG:K00048, RefSeq:WP_000013573.1, SO:0001217, UniParc:UPI000005A3C5, UniRef:UniRef100_A0A725GAR2, UniRef:UniRef50_P0A9S2, UniRef:UniRef90_P0A9S2"
"lipoprotein","yceB",18,"GEGEGB_09285","SO:0001217, UniParc:UPI0000059FB9, UniRef:UniRef100_Q8Z7L1, UniRef:UniRef50_P0AB26, UniRef:UniRef90_Q8Z7L1"
"molybdate ABC transporter substrate-binding protein","modA",18,"GEGEGB_11110","COG:COG0725, COG:P, EC:7.3.2.-, GO:0015689, RefSeq:WP_000951413.1, SO:0001217, UniParc:UPI000005A101, UniRef:UniRef100_A0A725GDC3, UniRef:UniRef50_P37329, UniRef:UniRef90_A0A5H6PVG2"
"nitrate reductase molybdenum cofactor assembly chaperone","narW",18,"GEGEGB_07875","COG:COG2180, COG:CPO, GO:0051082, GO:0051131, SO:0001217, UniRef:UniRef50_P19317, UniRef:UniRef90_A0A6D2G9S9"
"nitrate reductase subunit alpha","narZ",18,"GEGEGB_07865","COG:COG5013, COG:CP, EC:1.7.99.4, GO:0008940, GO:0009061, GO:0009325, RefSeq:WP_000040363.1, SO:0001217, UniParc:UPI0000059EBF, UniRef:UniRef100_A0A725VE92, UniRef:UniRef50_P42175, UniRef:UniRef90_C0Q4Q5"
"nitrate reductase subunit beta","narH",18,"GEGEGB_07870","COG:COG1140, COG:CP, EC:1.7.5.1, EC:1.7.99.-, EC:1.7.99.4, GO:0008940, GO:0009061, GO:0009325, KEGG:K00371, RefSeq:WP_000702603.1, SO:0001217, UniParc:UPI0000059EC0, UniRef:UniRef100_A0A725FVR0, UniRef:UniRef50_P19318, UniRef:UniRef90_A0A1S2ACM4"
"ornithine carbamoyltransferase","argF",18,"GEGEGB_23740","COG:COG0078, COG:E, EC:2.1.3.3, GO:0004585, GO:0005737, GO:0016597, GO:0019240, GO:0019547, GO:0042450, RefSeq:WP_000237033.1, SO:0001217, UniParc:UPI000005A980, UniRef:UniRef100_Q8Z127, UniRef:UniRef50_P04391, UniRef:UniRef90_Q8ZK35"
"peptidylprolyl isomerase","ppiD",18,"GEGEGB_12695","COG:COG0760, COG:O, EC:5.2.1.8, GO:0003755, RefSeq:WP_000969436.1, SO:0001217, UniParc:UPI000005A212, UniRef:UniRef100_A0A725VL62, UniRef:UniRef50_P0ADY2, UniRef:UniRef90_A0A3V6N2Y0"
"peroxide/acid stress response protein YhcN","yhcN",18,"GEGEGB_17265","RefSeq:WP_000695693.1, SO:0001217, UniParc:UPI000005A534, UniRef:UniRef100_A0A724LDI9, UniRef:UniRef50_A0A1B7HKW2, UniRef:UniRef90_A0A0K0HEM0"
"phosphate acetyltransferase","pta",18,"GEGEGB_02150","COG:C, COG:COG0280, EC:2.3.1.8, GO:0006086, GO:0006091, GO:0008959, GO:0031469, GO:0046336, RefSeq:WP_000582913.1, SO:0001217, UniParc:UPI0000059AD9, UniRef:UniRef100_A0A3Z3I117, UniRef:UniRef50_P41790, UniRef:UniRef90_P41790"
"prepilin peptidase-dependent protein","pulJ",18,"GEGEGB_15275","COG:COG4795, COG:U, RefSeq:WP_000029148.1, SO:0001217, UniParc:UPI000005A3DD, UniRef:UniRef100_A0A725VJD8, UniRef:UniRef50_A0A0F6TZN4, UniRef:UniRef90_C0PXI6"
"putative PurR-regulated permease PerM","tqsA",18,"GEGEGB_07375","COG:COG0628, COG:R, RefSeq:WP_001118268.1, SO:0001217, UniParc:UPI0000059E73, UniRef:UniRef100_A0A3Z3GFH9, UniRef:UniRef50_P0AFS5, UniRef:UniRef90_A0A212IKN6"
"ribokinase","rbsK",18,"GEGEGB_19190","COG:COG0524, COG:G, EC:2.7.1.15, GO:0004747, GO:0006014, KEGG:K00852, RefSeq:WP_000844732.1, SO:0001217, UniParc:UPI000005A66C, UniRef:UniRef100_A0A726ANC7, UniRef:UniRef50_P0A9J7, UniRef:UniRef90_A0A379X3Q0"
"serine-type D-Ala-D-Ala carboxypeptidase","dacC",18,"GEGEGB_10715","COG:COG1686, COG:M, EC:3.4.16.4, RefSeq:WP_000195712.1, SO:0001217, UniParc:UPI000005A0BF, UniRef:UniRef100_A0A0N1TUR7, UniRef:UniRef50_P08506, UniRef:UniRef90_B7LN03"
"sodium-extruding oxaloacetate decarboxylase subunit alpha","oadA",18,"GEGEGB_00300","EC:7.2.4.2, GO:0004736, GO:0005737, GO:0006814, GO:0008948, GO:0015081, GO:0015451, GO:0071704, RefSeq:WP_000150450.1, SO:0001217, UniParc:UPI0000059999, UniRef:UniRef100_Q8XGX8, UniRef:UniRef50_Q8XGX8, UniRef:UniRef90_Q8XGX8"
"tRNA/rRNA methyltransferase","spoU",18,"GEGEGB_01420","COG:COG0566, COG:J, EC:2.1.1.-, GO:0003723, GO:0006396, GO:0008173, RefSeq:WP_000997368.1, SO:0001217, UniParc:UPI0000059A5E, UniRef:UniRef100_E8XIC0, UniRef:UniRef50_A0A447LSC5, UniRef:UniRef90_A0A6D2G6K8"
"thiol:disulfide interchange protein DsbE","dsbE",18,"GEGEGB_03315","GO:0005886, GO:0015036, GO:0017004, GO:0030288, RefSeq:WP_000828299.1, SO:0001217, UniParc:UPI0000059BAA, UniRef:UniRef100_Q8XFE5, UniRef:UniRef50_Q8XFE5, UniRef:UniRef90_Q8XFE5"
"threonine--tRNA ligase","thrS",18,"GEGEGB_06430","COG:COG0441, COG:J, EC:6.1.1.3, GO:0000049, GO:0004829, GO:0005524, GO:0005737, GO:0006435, GO:0046872, RefSeq:WP_001144226.1, SO:0001217, UniParc:UPI0000059DC7, UniRef:UniRef100_B5F7G2, UniRef:UniRef50_Q8XE27, UniRef:UniRef90_Q8XE27"
"tol-pal system-associated acyl-CoA thioesterase","ybgC",18,"GEGEGB_11240","COG:COG0824, COG:I, EC:3.1.2.20, RefSeq:WP_001046241.1, SO:0001217, UniParc:UPI000005A118, UniRef:UniRef100_A0A725K4J2, UniRef:UniRef50_C7BS21, UniRef:UniRef90_A0A2S4RZL7"
"transcription antiterminator/RNA stability regulator CspE","cspE",18,"GEGEGB_05535","BlastRules:WP_000034825, COG:COG1278, COG:K, GO:0003677, GO:0005829, RefSeq:WP_001062678.1, SO:0001217, UniParc:UPI0000059D29, UniRef:UniRef100_P0A9Y8, UniRef:UniRef50_P0A9Y8, UniRef:UniRef90_P0A9Y8"
"transcriptional regulator","sprB",18,"GEGEGB_14560","COG:COG2771, COG:K, RefSeq:WP_001246664.1, SO:0001217, UniParc:UPI000005A35A, UniRef:UniRef100_A0A725VKC3, UniRef:UniRef50_V7IVE3, UniRef:UniRef90_V7IVE3, VFDB:VFC0086, VFDB:VFG000530"
"transketolase","tkt",18,"GEGEGB_02105","COG:COG0021, COG:G, EC:2.2.1.1, GO:0004802, GO:0005737, GO:0005829, GO:0006098, GO:0046872, RefSeq:WP_000087345.1, SO:0001217, UniParc:UPI0000059AD1, UniRef:UniRef100_A0A725G3C1, UniRef:UniRef50_P33570, UniRef:UniRef90_P33570"
"tryptophan--tRNA ligase","trpS",18,"GEGEGB_21270","COG:COG0180, COG:J, EC:6.1.1.2, GO:0004830, GO:0005524, GO:0005737, GO:0005829, GO:0006436, RefSeq:WP_000165562.1, SO:0001217, UniParc:UPI000005A7CB, UniRef:UniRef100_P0A2P3, UniRef:UniRef50_P00954, UniRef:UniRef90_P0A2P3"
"undecaprenyl-diphosphate phosphatase","ybjG",18,"GEGEGB_10705","EC:3.6.1.27, GO:0005886, GO:0050380, SO:0001217, UniParc:UPI000175C2A0, UniRef:UniRef100_A0A447MVD7, UniRef:UniRef50_A0A087FSU7, UniRef:UniRef90_A0A379SB86"
"ABC-type multidrug transport system, permease component","yadH",17,"GEGEGB_10935","COG:COG0842, COG:V, RefSeq:WP_000045765.1, SO:0001217, UniParc:UPI000005A0E2, UniRef:UniRef100_A0A3U7XQD2, UniRef:UniRef50_P0AFQ4, UniRef:UniRef90_A0A0V9JPZ5"
"Chitodextrinase",NA,17,"GEGEGB_00095","COG:COG3979, COG:G, RefSeq:WP_000235792.1, SO:0001217, UniParc:UPI0000059973, UniRef:UniRef100_A0A725FYX0, UniRef:UniRef50_A0A2I5HL07, UniRef:UniRef90_A0A2I5HL07"
"Cytochrome c biogenesis protein CcmF","ccmF",17,"GEGEGB_03310","COG:CO, COG:COG1138, RefSeq:WP_000982516.1, SO:0001217, UniParc:UPI0000059BA9, UniRef:UniRef100_A0A726ADK2, UniRef:UniRef50_P52225, UniRef:UniRef90_A0A5T9H0S8"
"DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA","acrR",17,"GEGEGB_06925","COG:COG1309, COG:K, RefSeq:WP_001041823.1, SO:0001217, UniParc:UPI0000059E19, UniRef:UniRef100_A0A8E6Y0G0, UniRef:UniRef50_P67431, UniRef:UniRef90_A0A379SJM7"
"DUF805 domain-containing protein","yhaH",17,"GEGEGB_16595","COG:COG3152, COG:S, RefSeq:WP_000384139.1, SO:0001217, UniParc:UPI000005A4C3, UniRef:UniRef100_A0A5J0RKA6, UniRef:UniRef50_P64591, UniRef:UniRef90_A0A2I5HLI3"
"Lipoprotein-anchoring transpeptidase ErfK/SrfK","erfK",17,"GEGEGB_09015","COG:COG1376, COG:M, KEGG:K19236, SO:0001217, UniParc:UPI0000059F89, UniRef:UniRef100_Q8Z7I2, UniRef:UniRef50_P75954, UniRef:UniRef90_A0A212IST7"
"Mannitol-1-phosphate/altronate dehydrogenases","mtlD",17,"GEGEGB_16060","COG:COG0246, COG:G, RefSeq:WP_000437132.1, SO:0001217, UniParc:UPI000005A467, UniRef:UniRef100_A0A725G0L5, UniRef:UniRef50_P33029, UniRef:UniRef90_A0A344QXH8"
"NAD(P)H:quinone oxidoreductase","wrbA",17,"GEGEGB_09530","COG:C, COG:COG0655, EC:1.6.5.2, GO:0003955, GO:0008753, GO:0010181, GO:0050136, GO:0050660, GO:0050661, GO:0051287, RefSeq:WP_001062894.1, SO:0001217, UniParc:UPI0000059FE4, UniRef:UniRef100_Q8Z7N9, UniRef:UniRef50_Q8X4B4, UniRef:UniRef90_Q8X4B4"
"Phosphoribosyl-dephospho-CoA transferase (holo-ACP synthetase)","citX",17,"GEGEGB_00335","COG:COG3697, COG:HI, RefSeq:WP_000679050.1, SO:0001217, UniParc:UPI00000599A0, UniRef:UniRef100_A0A1S0ZB48, UniRef:UniRef50_B7LWL8, UniRef:UniRef90_A0A2T9Q7L9"
"RNA polymerase factor sigma-54","rpoN",17,"GEGEGB_17050","COG:COG1508, COG:K, EC:2.7.7.6, GO:0001216, GO:0003677, GO:0006352, GO:0016987, GO:0022627, GO:0043024, GO:0044238, GO:0045900, KEGG:K03092, RefSeq:WP_000809012.1, SO:0001217, UniParc:UPI000005A511, UniRef:UniRef100_A0A726AE37, UniRef:UniRef50_P24255, UniRef:UniRef90_P24255"
"Stress-induced acidophilic repeat motif-containing protein",NA,17,"GEGEGB_07560","KEGG:K06884, RefSeq:WP_000807642.1, SO:0001217, UniParc:UPI0000059E91, UniRef:UniRef100_A0A5W0IBB0, UniRef:UniRef50_E1SE76, UniRef:UniRef90_A9MRP5"
"Thiol:disulfide interchange protein DsbD","dsbD",17,"GEGEGB_09555","COG:COG4232, COG:O, KEGG:K08344, RefSeq:WP_000972985.1, SO:0001217, UniParc:UPI0000059FE9, UniRef:UniRef100_A0A0H2VPM2, UniRef:UniRef50_A0A379QAA4, UniRef:UniRef90_A0A379QAA4"
"chromosomal replication initiator protein DnaA","dnaA",17,"GEGEGB_03255","COG:COG0593, COG:L, GO:0003677, GO:0003688, GO:0005524, GO:0006270, GO:0006275, RefSeq:WP_001260058.1, SO:0001217, UniParc:UPI0000059B9E, UniRef:UniRef100_A0A3Z3HYV8, UniRef:UniRef50_Q0VT30, UniRef:UniRef90_A0A3S4GJR1"
"heme exporter protein CcmB","ccmB",17,"GEGEGB_03290","EC:7.6.2.-, GO:0015232, GO:0015886, KEGG:K02194, RefSeq:WP_000269359.1, SO:0001217, UniParc:UPI00000CDBB4, UniRef:UniRef100_A0A725G5Z2, UniRef:UniRef50_P0ABM0, UniRef:UniRef90_A0A6D1SFH2"
"hydrolase","pncA",17,"GEGEGB_05210","COG:COG1335, COG:HR, RefSeq:WP_000916144.1, SO:0001217, UniParc:UPI0000059CEE, UniRef:UniRef100_E8X9G9, UniRef:UniRef50_A0A0K0HNL0, UniRef:UniRef90_A0A2I5HFI3"
"ABC-type nickel/cobalt efflux system, permease component RcnA","rcnA",16,"GEGEGB_01655","COG:COG2215, COG:P, KEGG:K08970, SO:0001217, UniRef:UniRef50_E1SAR9, UniRef:UniRef90_G5LS93"
"Phosphotransferase system, mannose/fructose-specific component IIA","manX",16,"GEGEGB_00950","COG:COG2893, COG:G, RefSeq:WP_000901966.1, SO:0001217, UniParc:UPI0000059A12, UniRef:UniRef100_A0A725K3Q2, UniRef:UniRef50_P36881, UniRef:UniRef90_A0A379TFL3"
"putative dehydrogenase","mviM",16,"GEGEGB_07045","COG:COG0673, COG:R, RefSeq:WP_000998242.1, SO:0001217, UniParc:UPI00016089AB, UniRef:UniRef100_A0A3U7XVR3, UniRef:UniRef50_P77376, UniRef:UniRef90_A0A379S5E9"
