"Gene","Non-unique Gene name","Annotation","GCF_000022165.1","GCF_000020925.1","GCF_000020885.1","GCF_000007545.1","GCF_000170215.1","GCF_000020745.1","GCF_000171535.2","GCF_000171415.1","GCF_000171515.1"
"rpiR","rpiR","DNA-binding transcriptional regulator MurR/RpiR family contains HTH and SIS domains","AJBGEP_05630","HFCAGB_05880","","GEGEGB_09485","ODDLKH_07660","LNHIMF_05805","ONMMKP_05070","IKCLMC_03115","PKJKAM_03095"
"group_595","fdxH","formate dehydrogenase subunit beta","AJBGEP_08280","HFCAGB_08585","BEJGEH_07550","","ODDLKH_10285","LNHIMF_08160","ONMMKP_02385","IKCLMC_23015","PKJKAM_23095"
"group_583","menH","2-succinyl-6-hydroxy-24-cyclohexadiene-1-carboxylate synthase MenH and related esterases alpha/beta hydrolase fold","AJBGEP_07305","HFCAGB_09525","BEJGEH_08535","","ODDLKH_09305","LNHIMF_07160","ONMMKP_03355","IKCLMC_23980","PKJKAM_04180"
"group_582","arcC","carbamate kinase","AJBGEP_02775","HFCAGB_02800","BEJGEH_02730","GEGEGB_12255","ODDLKH_05115","","ONMMKP_08120","IKCLMC_11490","PKJKAM_16045"
"rfbD","rfbD","dTDP-4-dehydrorhamnose reductase","AJBGEP_11300","HFCAGB_11810","BEJGEH_10590","GEGEGB_04120","ODDLKH_12975","LNHIMF_11220","","IKCLMC_09525","PKJKAM_20310"
"pcaQ","pcaQ","DNA-binding transcriptional regulator LysR family","AJBGEP_08560","HFCAGB_08305","BEJGEH_07240","","ODDLKH_10565","LNHIMF_08435","ONMMKP_02085","IKCLMC_22735","PKJKAM_22815"
"allS","allS","HTH-type transcriptional activator AllS","AJBGEP_02685","HFCAGB_02710","BEJGEH_02640","GEGEGB_12355","ODDLKH_05025","","ONMMKP_08210","IKCLMC_11400","PKJKAM_16135"
"group_526","fixB","electron transfer flavoprotein subunit alpha","AJBGEP_07165","HFCAGB_09665","BEJGEH_08675","","ODDLKH_09165","LNHIMF_07020","ONMMKP_03500","IKCLMC_24120","PKJKAM_04325"
"group_479","purR","DNA-binding transcriptional regulator LacI/PurR family","AJBGEP_08210","HFCAGB_08655","BEJGEH_07620","","ODDLKH_10215","LNHIMF_08080","ONMMKP_02455","IKCLMC_23085","PKJKAM_23165"
"rfbI","rfbI","Protein RfbI","AJBGEP_11285","HFCAGB_11795","BEJGEH_10575","GEGEGB_04135","ODDLKH_12960","LNHIMF_11205","","IKCLMC_09540","PKJKAM_20325"
"group_458","purR","DNA-binding transcriptional regulator LacI/PurR family","AJBGEP_19460","HFCAGB_19735","BEJGEH_18710","GEGEGB_20210","ODDLKH_20760","","ONMMKP_15715","IKCLMC_13435","PKJKAM_18345"
"pyrD","pyrD","quinone-dependent dihydroorotate dehydrogenase","AJBGEP_05290","HFCAGB_05540","BEJGEH_04820","GEGEGB_09855","ODDLKH_07320","LNHIMF_05465","ONMMKP_05415","IKCLMC_02775",""
"ahr","ahr","Aldehyde reductase Ahr","AJBGEP_23490","HFCAGB_23535","BEJGEH_22810","","ODDLKH_01775","LNHIMF_22825","ONMMKP_11535","IKCLMC_16720","PKJKAM_11105"
"group_422","idnD","L-idonate 5-dehydrogenase","AJBGEP_23480","HFCAGB_23525","BEJGEH_22800","","ODDLKH_01765","LNHIMF_22815","ONMMKP_11545","IKCLMC_16730","PKJKAM_11115"
"group_421","","DUF3829 domain-containing protein","AJBGEP_21250","HFCAGB_21470","BEJGEH_20500","GEGEGB_18880","ODDLKH_22500","","ONMMKP_13745","IKCLMC_03420","PKJKAM_07230"
"allD","allD","ureidoglycolate dehydrogenase","AJBGEP_02755","HFCAGB_02780","BEJGEH_02710","GEGEGB_12275","ODDLKH_05095","","ONMMKP_08140","IKCLMC_11470","PKJKAM_16065"
"rfbG","rfbG","CDP-glucose 46-dehydratase","AJBGEP_11275","HFCAGB_11785","BEJGEH_10565","GEGEGB_04145","ODDLKH_12950","LNHIMF_11195","","IKCLMC_09550","PKJKAM_20335"
"rfbB","rfbB","dTDP-glucose 46-dehydratase","AJBGEP_11305","HFCAGB_11815","BEJGEH_10595","GEGEGB_04115","ODDLKH_12980","LNHIMF_11225","","IKCLMC_09520","PKJKAM_20305"
"mviM","mviM","putative dehydrogenase","AJBGEP_05665","HFCAGB_05920","","GEGEGB_09445","ODDLKH_07695","LNHIMF_05840","ONMMKP_05035","IKCLMC_03150","PKJKAM_03055"
"frmA","frmA","S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase","AJBGEP_08570","HFCAGB_08295","BEJGEH_07230","","ODDLKH_10575","LNHIMF_08445","ONMMKP_02075","IKCLMC_22725","PKJKAM_22805"
"nanM","nanM","N-acetylneuraminate epimerase","AJBGEP_05650","HFCAGB_05900","","GEGEGB_09460","ODDLKH_07680","LNHIMF_05825","ONMMKP_05050","IKCLMC_03135","PKJKAM_03070"
"glxK","glxK","glycerate 3-kinase","AJBGEP_02735","HFCAGB_02760","BEJGEH_02690","GEGEGB_12295","ODDLKH_05075","","ONMMKP_08160","IKCLMC_11450","PKJKAM_16085"
"ydiO","ydiO","acyl-CoA dehydrogenase","AJBGEP_07180","HFCAGB_09650","BEJGEH_08660","","ODDLKH_09180","LNHIMF_07035","ONMMKP_03485","IKCLMC_24105","PKJKAM_04310"
"group_310","rspA","L-talarate/galactarate dehydratase","AJBGEP_19465","HFCAGB_19740","BEJGEH_18715","GEGEGB_20205","ODDLKH_20765","","ONMMKP_15710","IKCLMC_13430","PKJKAM_18340"
"mdsA","mdsA","multidrug efflux RND transporter periplasmic adaptor subunit MdsA","AJBGEP_01855","HFCAGB_01855","BEJGEH_01800","","ODDLKH_04195","LNHIMF_01895","ONMMKP_09045","IKCLMC_10560","PKJKAM_16970"
"group_281","araJ","putative arabinose efflux permease AraJ MFS family","AJBGEP_07200","HFCAGB_09630","BEJGEH_08640","","ODDLKH_09200","LNHIMF_07055","ONMMKP_03465","IKCLMC_24085","PKJKAM_04290"
"allC","allC","allantoate deiminase","AJBGEP_02750","HFCAGB_02775","BEJGEH_02705","GEGEGB_12280","ODDLKH_05090","","ONMMKP_08145","IKCLMC_11465","PKJKAM_16070"
"group_275","araJ","putative arabinose efflux permease AraJ MFS family","AJBGEP_08145","","BEJGEH_07700","GEGEGB_07730","ODDLKH_10150","LNHIMF_08005","ONMMKP_02525","IKCLMC_23135","PKJKAM_23230"
"group_272","uhpC","Sugar phosphate permease","AJBGEP_02715","HFCAGB_02740","BEJGEH_02670","GEGEGB_12320","ODDLKH_05055","","ONMMKP_08180","IKCLMC_11430","PKJKAM_16105"
"ylbE","ylbE","Uncharacterized protein YlbE","AJBGEP_02765","HFCAGB_02790","BEJGEH_02720","GEGEGB_12265","ODDLKH_05105","","ONMMKP_08130","IKCLMC_11480","PKJKAM_16055"
"fixC","fixC","Dehydrogenase (flavoprotein)","AJBGEP_07160","HFCAGB_09670","BEJGEH_08680","","ODDLKH_09160","LNHIMF_07015","ONMMKP_03505","IKCLMC_24125","PKJKAM_04330"
"uraA","uraA","uracil/xanthine transporter","AJBGEP_02730","HFCAGB_02755","BEJGEH_02685","GEGEGB_12300","ODDLKH_05070","","ONMMKP_08165","IKCLMC_11445","PKJKAM_16090"
"rfbH","rfbH","lipopolysaccharide biosynthesis protein RfbH","AJBGEP_11270","HFCAGB_11780","BEJGEH_10560","GEGEGB_04150","ODDLKH_12945","LNHIMF_11190","","IKCLMC_09555","PKJKAM_20340"
"dcuA","dcuA","Anaerobic C4-dicarboxylate transporter","AJBGEP_18945","HFCAGB_19220","BEJGEH_18190","","ODDLKH_20250","LNHIMF_18215","ONMMKP_16240","IKCLMC_13950","PKJKAM_18860"
"allB","allB","allantoinase","AJBGEP_02725","HFCAGB_02750","BEJGEH_02680","GEGEGB_12305","ODDLKH_05065","","ONMMKP_08170","IKCLMC_11440","PKJKAM_16095"
"sgcC","sgcC","Phosphotransferase system galactitol-specific IIC component","","HFCAGB_17455","BEJGEH_16425","GEGEGB_16750","ODDLKH_18505","LNHIMF_16555","ONMMKP_17905","IKCLMC_17955","PKJKAM_08855"
"norM","norM","EmmdR/YeeO family multidrug/toxin efflux MATE transporter","AJBGEP_10865","HFCAGB_11370","BEJGEH_10075","GEGEGB_04580","ODDLKH_12540","LNHIMF_10425","ONMMKP_24185","","PKJKAM_20760"
"alsT","alsT","Na+/alanine symporter","AJBGEP_04985","HFCAGB_05245","BEJGEH_04805","GEGEGB_10190","ODDLKH_07305","","ONMMKP_05725","IKCLMC_07840","PKJKAM_00670"
"ushA","ushA","2'3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase 5'-nucleotidase family","AJBGEP_00175","HFCAGB_00180","BEJGEH_00180","GEGEGB_00190","ODDLKH_02555","LNHIMF_00175","","IKCLMC_15870","PKJKAM_10365"
"ydiF","ydiF","Acetate CoA-transferase YdiF","AJBGEP_07185","HFCAGB_09645","BEJGEH_08655","","ODDLKH_09185","LNHIMF_07040","ONMMKP_03480","IKCLMC_24100","PKJKAM_04305"
"group_126","narQ","Signal transduction histidine kinase NarQ nitrate/nitrite-specific","AJBGEP_08565","HFCAGB_08300","BEJGEH_07235","","ODDLKH_10570","LNHIMF_08440","ONMMKP_02080","IKCLMC_22730","PKJKAM_22810"
"fadK","fadK","medium-chain fatty-acid--CoA ligase","AJBGEP_07150","HFCAGB_09680","BEJGEH_08690","","ODDLKH_09150","LNHIMF_07005","ONMMKP_03515","IKCLMC_24135","PKJKAM_04340"
"sucD","sucD","Succinyl-CoA synthetase alpha subunit","AJBGEP_02760","HFCAGB_02785","BEJGEH_02715","GEGEGB_12270","ODDLKH_05100","","ONMMKP_08135","IKCLMC_11475","PKJKAM_16060"
"group_103","","Arylsulfatase","AJBGEP_00170","HFCAGB_00175","BEJGEH_00175","GEGEGB_00185","ODDLKH_02550","LNHIMF_00170","","IKCLMC_15875","PKJKAM_10370"
"gcl","gcl","glyoxylate carboligase","AJBGEP_02700","HFCAGB_02725","BEJGEH_02655","GEGEGB_12335","ODDLKH_05040","","ONMMKP_08195","IKCLMC_11415","PKJKAM_16120"
"golT","golT","gold/copper-translocating P-type ATPase GolT","AJBGEP_01860","HFCAGB_01860","BEJGEH_01805","","ODDLKH_04200","LNHIMF_01900","ONMMKP_09040","IKCLMC_10565","PKJKAM_16965"
"mdsB","mdsB","multidrug efflux RND transporter permease subunit MdsB","AJBGEP_01850","HFCAGB_01850","BEJGEH_01795","","ODDLKH_04190","LNHIMF_01890","ONMMKP_09050","IKCLMC_10555","PKJKAM_16975"
"rri1~~~nlpC","rri1;nlpC","Proteasome lid subunit RPN8/RPN11 contains Jab1/MPN domain metalloenzyme (JAMM) motif;Cell wall-associated hydrolase NlpC_P60 family","AJBGEP_05225","HFCAGB_06965","","","ODDLKH_08500","5_refound_75","ONMMKP_05475","7_refound_106","PKJKAM_01185"
"group_3091","","Acyl carrier protein;DUF1493 domain-containing protein","AJBGEP_08180","","BEJGEH_07650","","ODDLKH_10185","LNHIMF_08045","ONMMKP_02490","IKCLMC_23100","PKJKAM_23195"
"group_3041","","Diol dehydratase reactivase ATPase-like domain-containing protein;diol dehydratase reactivase subunit alpha","AJBGEP_01725;AJBGEP_01730","HFCAGB_01730","BEJGEH_01675","","ODDLKH_04070;ODDLKH_04075","","ONMMKP_09180","IKCLMC_10435","PKJKAM_17100"
"group_3039","","DUF1266 domain-containing protein","AJBGEP_03395","HFCAGB_03745","BEJGEH_03325","","ODDLKH_05740","","ONMMKP_07510","IKCLMC_12385","PKJKAM_01840"
"group_3037","","Peptidase","AJBGEP_10820","HFCAGB_11320","BEJGEH_10020","","ODDLKH_12495","","ONMMKP_00125","IKCLMC_00205","PKJKAM_20805"
"stfF","stfF","fimbrial minor subunit StfF","AJBGEP_01055","HFCAGB_01050","BEJGEH_01100","","ODDLKH_03420","","ONMMKP_09835","IKCLMC_14995","PKJKAM_03535"
"lysX",";lysX","hypothetical protein;ATP-grasp domain-containing protein;Glutathione synthase LysX or RimK-type ligase ATP-grasp superfamily","AJBGEP_21120","HFCAGB_21340","BEJGEH_20365","GEGEGB_19015;GEGEGB_19010","ODDLKH_22370","LNHIMF_20340","","IKCLMC_03285",""
"thiS","thiS","sulfur carrier protein ThiS","AJBGEP_21865","HFCAGB_22105","BEJGEH_21105","","ODDLKH_00095","LNHIMF_21045","","IKCLMC_01210","PKJKAM_01075"
"orfA~~~tnp",";orfA;tnp","hypothetical protein;IS3 transposase orfA;IS3 family transposase;IS3 family transposase ORF B","AJBGEP_01720","HFCAGB_01715","BEJGEH_01670","","ODDLKH_04065","","ONMMKP_09190","IKCLMC_10430","PKJKAM_17115"
"group_3019","fimA;","Pilin (type 1 fimbrial protein);Fimbrial protein","AJBGEP_01060","HFCAGB_01055","BEJGEH_01105","","ODDLKH_03425","","ONMMKP_09830","IKCLMC_14990","PKJKAM_03530"
"group_3017","","Hcp1 family type VI secretion system effector","AJBGEP_01455","HFCAGB_01460","","GEGEGB_13605","ODDLKH_03820","LNHIMF_01450","","IKCLMC_10140","PKJKAM_17405"
"lctO","lctO","FMN-dependent dehydrogenase includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase","AJBGEP_08535","HFCAGB_08330","","GEGEGB_08070","ODDLKH_10540","LNHIMF_08410","","IKCLMC_22760","PKJKAM_22840"
"group_3000","","Short-chain dehydrogenase;Shikimate transporter;Phage tail protein;Tail fiber assembly like-protein;Macro domain-containing protein;Tail fiber assembly protein","AJBGEP_09810","HFCAGB_07055","","","ODDLKH_11795","LNHIMF_09700","ONMMKP_00855;ONMMKP_00850;ONMMKP_00845","IKCLMC_21455","PKJKAM_21535;PKJKAM_21530"
"group_2998","","Cytoplasmic protein","AJBGEP_01570","HFCAGB_01575","BEJGEH_01515","","ODDLKH_03925","LNHIMF_01565","","IKCLMC_10295","PKJKAM_17260"
"group_2990","","hypothetical protein","AJBGEP_06515","HFCAGB_06990","","","ODDLKH_08515","LNHIMF_03450","ONMMKP_05460","IKCLMC_02725","PKJKAM_01170"
"group_2983","","Exodeoxyribonuclease 8;Exonuclease VIII;Rac prophage protein","AJBGEP_09835","HFCAGB_07025","","","ODDLKH_11820","LNHIMF_09730","ONMMKP_00810","IKCLMC_21425","PKJKAM_21500"
"group_2967","dnaJ","DnaJ domain-containing protein;DnaJ family molecular chaperone","AJBGEP_03400","HFCAGB_03750","BEJGEH_03330","","ODDLKH_05745","","ONMMKP_07505","IKCLMC_12390","PKJKAM_01835"
"group_2966",";cof","Sugar phosphatase;Putative hydrolase;Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases","AJBGEP_04335","HFCAGB_04610","BEJGEH_04205","","ODDLKH_06665","","ONMMKP_06380","IKCLMC_07200","PKJKAM_05275"
"group_2963","vgrG","Type VI secretion system tip protein VgrG;type VI secretion protein Vgr","AJBGEP_01520","HFCAGB_01510","","GEGEGB_13540","ODDLKH_03890","LNHIMF_01520","","IKCLMC_10220","PKJKAM_17330"
"group_2960","sspH2","SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2","AJBGEP_12050","HFCAGB_12510","","GEGEGB_03345","ODDLKH_13730","","ONMMKP_23045","IKCLMC_08795","PKJKAM_15165"
"group_2947","tnp","IS3 family ISSen1 transposase ORF A","AJBGEP_04710","","BEJGEH_05165","","ODDLKH_07035","LNHIMF_16225","ONMMKP_05995","IKCLMC_19800","PKJKAM_13480"
"copE1","copE1","CopE1","","HFCAGB_03270","BEJGEH_02870","GEGEGB_12125","","LNHIMF_03560","ONMMKP_07960","7_refound_103_pseudo","8_refound_125_pseudo"
"walK","walK;","Sensor histidine kinase WalK;histidine kinase","AJBGEP_02920","HFCAGB_03275","BEJGEH_02875","","ODDLKH_05255","LNHIMF_03565","","IKCLMC_11945","PKJKAM_15630"
"group_2943","","Transposase","AJBGEP_01580","","BEJGEH_01525","GEGEGB_13500","ODDLKH_03935","5_refound_73_pseudo","","7_refound_102_pseudo","PKJKAM_17250"
"group_2916","","Outer membrane protein","AJBGEP_01775","HFCAGB_01775","BEJGEH_01720","GEGEGB_13320","","","ONMMKP_09135","IKCLMC_10480","PKJKAM_17050"
"group_2915","","Cytoplasmic protein","AJBGEP_08580","HFCAGB_08285","BEJGEH_07220","","ODDLKH_10585","","ONMMKP_02065","IKCLMC_22715","PKJKAM_22795"
"group_2893","","DUF1889 domain-containing protein","AJBGEP_01735","HFCAGB_01735","BEJGEH_01680","","ODDLKH_04080","","ONMMKP_09175","IKCLMC_10440","PKJKAM_17095"
"group_2881","","Sel1 repeat-containing family protein;Sel1 repeat family protein","AJBGEP_03390","HFCAGB_03740","BEJGEH_03320","","ODDLKH_05735","","ONMMKP_07515","IKCLMC_12380","PKJKAM_01845"
"group_2878","tssF","type VI secretion protein","AJBGEP_01415","HFCAGB_01415","","GEGEGB_13665","ODDLKH_03780","LNHIMF_01400","","IKCLMC_10085","PKJKAM_17445"
"group_2873","","Core-binding (CB) domain-containing protein;DNA-binding protein;Putative integrase N-terminal domain-containing protein","AJBGEP_10830","HFCAGB_11335;HFCAGB_11330","BEJGEH_10030","","ODDLKH_12505","","ONMMKP_00115","IKCLMC_00215","PKJKAM_20795;PKJKAM_20790"
"lpfD","lpfD","long polar fimbrial protein LpfD;LpfD","AJBGEP_19155;AJBGEP_19150","HFCAGB_19425","BEJGEH_18395","","ODDLKH_20455","","ONMMKP_16035","IKCLMC_13745","PKJKAM_18655"
"group_2868","","Putative membrane protein;Integrase","0_refound_10_pseudo","HFCAGB_16295","","GEGEGB_15490","","LNHIMF_15390","ONMMKP_19140","IKCLMC_19135","8_refound_123_pseudo"
"evpB~~~tssC",";evpB;tssC","hypothetical protein;EvpB family type VI secretion protein","AJBGEP_01445","HFCAGB_01445","","GEGEGB_13620;GEGEGB_13625","ODDLKH_03810","LNHIMF_01440","","IKCLMC_10125","PKJKAM_17415"
"group_2864","","Inner membrane protein","AJBGEP_10205","","BEJGEH_05625","","ODDLKH_12185","LNHIMF_10095","ONMMKP_00435","IKCLMC_21045","PKJKAM_21125"
"group_2832","","Cytoplasmic protein","AJBGEP_21125","HFCAGB_21345","BEJGEH_20370","GEGEGB_19005","ODDLKH_22375","LNHIMF_20345","","IKCLMC_03290",""
"group_2831","lpfA","long polar fimbria major subunit LpfA","AJBGEP_19170","HFCAGB_19445","BEJGEH_18410","","ODDLKH_20470","","ONMMKP_16020","IKCLMC_13730","PKJKAM_18640"
"impA~~~tssA1",";impA;tssA1","Cytoplasmic protein;ImpA N-terminal domain-containing protein;Type VI protein secretion system component TssA1/VasJ/EvfE contains ImpA_N domain","AJBGEP_01405","HFCAGB_01405","","GEGEGB_13680;GEGEGB_13675","ODDLKH_03770","LNHIMF_01390","","IKCLMC_10075","PKJKAM_17455"
"group_2817","fimA","Pilin (type 1 fimbrial protein)","AJBGEP_01050","HFCAGB_01045","BEJGEH_01095","","ODDLKH_03415","","ONMMKP_09840","IKCLMC_15000","PKJKAM_03540"
"group_2813","tssM","type VI secretion system membrane subunit TssM","AJBGEP_01500","HFCAGB_01490","","GEGEGB_13575;GEGEGB_13570","ODDLKH_03870","LNHIMF_01500","","IKCLMC_10190","PKJKAM_17360"
"group_2800","hemN;","STM4012 family radical SAM protein;Coproporphyrinogen III oxidase","AJBGEP_21110","HFCAGB_21330","BEJGEH_20355","GEGEGB_19030;GEGEGB_19025","ODDLKH_22360","LNHIMF_20330","","IKCLMC_03275",""
"group_2794","menH","2-succinyl-6-hydroxy-24-cyclohexadiene-1-carboxylate synthase MenH and related esterases alpha/beta hydrolase fold","AJBGEP_16280","HFCAGB_16560","BEJGEH_15485","","ODDLKH_17590","","ONMMKP_18885","IKCLMC_18875","PKJKAM_01535"
"group_2764","ridA;","RidA family protein;Endoribonuclease L-PSP;Enamine deaminase RidA house cleaning of reactive enamine intermediates YjgF/YER057c/UK114 family","AJBGEP_08165","","BEJGEH_07680","","ODDLKH_10170","LNHIMF_08025","ONMMKP_02505","IKCLMC_23115","PKJKAM_23210"
"yibR",";yibR","Glycosyltransferase family 8 protein;Glycosyl transferase family 8;Uncharacterized protein YibR","AJBGEP_19585","HFCAGB_19865","BEJGEH_18835","","ODDLKH_20885","","ONMMKP_15590","IKCLMC_13310","PKJKAM_18215"
"group_2749","uhpC","Sugar phosphate permease","AJBGEP_20170","HFCAGB_20440","","GEGEGB_19465","ODDLKH_21465","LNHIMF_19440","","IKCLMC_12775","PKJKAM_17650"
"oadG~~~oadG3","oadG;oadG3","Na+-transporting oxaloacetate/methylmalonyl-CoA decarboxylase gamma subunit;Oxaloacetate decarboxylase gamma chain 3","AJBGEP_03955","HFCAGB_04235","BEJGEH_03835","","ODDLKH_06300","","ONMMKP_06960","IKCLMC_00245","PKJKAM_02260"
"yadU","yadU;","Uncharacterized protein YadU;DUF2544 domain-containing protein","AJBGEP_01065","HFCAGB_01060","BEJGEH_01110","","ODDLKH_03430","","ONMMKP_09825","IKCLMC_14985","PKJKAM_03525"
"group_2734","","Rap1a immunity protein domain-containing protein","AJBGEP_01490","HFCAGB_01480","","GEGEGB_13585","ODDLKH_03860","LNHIMF_01485","","IKCLMC_10180","PKJKAM_17370"
"group_2731","","type VI secretion system-associated lipoprotein","AJBGEP_01475","HFCAGB_01465","","GEGEGB_13600","ODDLKH_03845","LNHIMF_01470","","IKCLMC_10165","PKJKAM_17385"
"group_2725","fliC;","Flagellin","AJBGEP_10300","","","GEGEGB_04930","ODDLKH_12265","LNHIMF_10180","ONMMKP_00350","IKCLMC_20965","PKJKAM_21040"
"group_2703","lysR","LysR family transcriptional regulator","AJBGEP_18220","HFCAGB_18495","BEJGEH_17455","","ODDLKH_19540","LNHIMF_17570","ONMMKP_16900","","PKJKAM_19530"
"group_2694","","Inner membrane protein","AJBGEP_14690","","BEJGEH_13830","","ODDLKH_16000","LNHIMF_14065","ONMMKP_20510","IKCLMC_20465","PKJKAM_13045"
"group_2690","lysR","DNA-binding transcriptional regulator LysR family","AJBGEP_20180","HFCAGB_20450","","GEGEGB_19455","ODDLKH_21475","LNHIMF_19450","","IKCLMC_12765","PKJKAM_17640"
"group_2679","","Transposase","AJBGEP_23350","HFCAGB_23390","BEJGEH_22670","GEGEGB_23705","ODDLKH_01635","LNHIMF_22685","ONMMKP_11675","",""
"group_2667","","DUF1441 domain-containing protein","AJBGEP_09815","HFCAGB_07050","","","ODDLKH_11800","LNHIMF_09715","ONMMKP_00830","IKCLMC_21445","PKJKAM_21520"
"group_2647","","hypothetical protein","AJBGEP_06575","HFCAGB_10295","BEJGEH_09265","","ODDLKH_08575","","ONMMKP_04485","IKCLMC_04790","PKJKAM_02535"
"rzoQ","rzoQ;","Putative lipoprotein RzoQ;Phage-tail assembly-like protein","AJBGEP_09825","HFCAGB_07035","","","ODDLKH_11810","LNHIMF_09725","ONMMKP_00820","IKCLMC_21435","PKJKAM_21510"
"lpfC","lpfC;","outer membrane usher protein LpfC;Fimbrial protein;long polar fimbrial usher protein LpfC","AJBGEP_19160","HFCAGB_19435;HFCAGB_19430","BEJGEH_18400","","ODDLKH_20460","","ONMMKP_16030","IKCLMC_13740","PKJKAM_18650"
"group_2601","relE","Toxin-antitoxin system toxin component RelE","AJBGEP_19880","HFCAGB_20185","BEJGEH_19160","","","LNHIMF_19145","ONMMKP_15320","IKCLMC_13035","PKJKAM_17940"
"envF","envF","Lipoprotein EnvF;putative lipoprotein EnvF","AJBGEP_06580","HFCAGB_10290","BEJGEH_09260","","ODDLKH_08580","","ONMMKP_04480","IKCLMC_04795","PKJKAM_02530"
"group_2589","relE","mRNA-degrading endonuclease RelE toxin component of the RelBE toxin-antitoxin system","AJBGEP_08170","","BEJGEH_07675","","ODDLKH_10175","LNHIMF_08030","ONMMKP_02500","IKCLMC_23110","PKJKAM_23205"
"group_2588",";fba","class II aldolase;class II fructose-bisphosphate aldolase","AJBGEP_19895","","BEJGEH_19175","GEGEGB_19745;GEGEGB_19740","ODDLKH_21190","LNHIMF_19170","ONMMKP_15305","","PKJKAM_17925"
"group_2583",";araJ","Permease;putative arabinose efflux permease AraJ MFS family","AJBGEP_01740","HFCAGB_01740","BEJGEH_01685","","ODDLKH_04085","","ONMMKP_09170","IKCLMC_10445","PKJKAM_17085;PKJKAM_17090"
"group_2580","","Cytoplasmic protein","AJBGEP_15340","","BEJGEH_14475","","ODDLKH_16650","LNHIMF_14715","ONMMKP_19855","IKCLMC_19820","PKJKAM_12400"
"group_2571","","Phage-related tail fiber protein;Side tail fiber protein","AJBGEP_12055","HFCAGB_12520;HFCAGB_12515","","GEGEGB_03340","ODDLKH_13735","","ONMMKP_23040","IKCLMC_08790","PKJKAM_15155;PKJKAM_15160"
"group_2570","tuf","elongation factor Tu","AJBGEP_21790","HFCAGB_22030","BEJGEH_21030","GEGEGB_18345","","LNHIMF_20975","ONMMKP_13220","","PKJKAM_00140"
"group_2562","","putative periplasmic protein","AJBGEP_01510","HFCAGB_01500","BEJGEH_01485","GEGEGB_13550","ODDLKH_03880","","","IKCLMC_10210","PKJKAM_17340"
"group_2544","","DUF1778 domain-containing protein","AJBGEP_15355","HFCAGB_15575","BEJGEH_14490","GEGEGB_14740","ODDLKH_16665","","ONMMKP_19840","","PKJKAM_12385"
"group_2539","","Lytic enzyme","AJBGEP_09820","HFCAGB_07040","","","ODDLKH_11805","LNHIMF_09720","ONMMKP_00825","IKCLMC_21440","PKJKAM_21515"
"group_2528","","hypothetical protein","AJBGEP_05945","HFCAGB_10565","2_refound_32","","ODDLKH_07975","LNHIMF_06120","ONMMKP_04755","IKCLMC_04165",""
"group_2525","","hypothetical protein","AJBGEP_09795","HFCAGB_07060","","","ODDLKH_11780","LNHIMF_09685","ONMMKP_00860","IKCLMC_21460","PKJKAM_21545"
"group_2512",";fimD","Fimbrial outer membrane usher protein;Outer membrane usher protein FimD/PapC","AJBGEP_11580","","BEJGEH_10925","GEGEGB_03770;GEGEGB_03775","ODDLKH_13260","","ONMMKP_23470","IKCLMC_09205","PKJKAM_19925"
