"Product","Gene_Name","Count","Example_Tag","DbXrefs"
"DNA uptake protein ComE or related DNA-binding protein","comEA",9,"GEGEGB_12690","COG:COG1555, COG:L, RefSeq:WP_000680322.1, SO:0001217, UniParc:UPI000005A211, UniRef:UniRef100_A0A3V7PDV3, UniRef:UniRef50_P0AAR8, UniRef:UniRef90_A0A623D764"
"DNA-binding protein StpA","stpA",9,"GEGEGB_14205","COG:COG2916, COG:K, GO:0000976, GO:0001217, GO:0003680, GO:0003681, GO:0005829, GO:0009295, GO:0030527, GO:0032993, GO:0046983, RefSeq:WP_001051100.1, SO:0001217, UniParc:UPI000005A31A, UniRef:UniRef100_P0A1S5, UniRef:UniRef50_P0ACG2, UniRef:UniRef90_P0A1S5"
"DNA-binding protein YbiB","ybiB",9,"GEGEGB_10895","SO:0001217, UniRef:UniRef50_A0A084ZX09, UniRef:UniRef90_UPI001D071A73"
"DNA-binding response regulator DpiB of citrate/malate metabolism","dpiA",9,"GEGEGB_00285","COG:COG4565, COG:KT, RefSeq:WP_000377415.1, SO:0001217, UniParc:UPI0000059996, UniRef:UniRef100_A0A5U5G360, UniRef:UniRef50_P52688, UniRef:UniRef90_A0A2T8THC8"
"Dipeptide permease D","dtpD",9,"GEGEGB_11415","COG:COG3104, COG:E, GO:0005886, GO:0015031, GO:0015333, GO:0071916, RefSeq:WP_001041123.1, SO:0001217, UniParc:UPI000005A137, UniRef:UniRef100_D0ZQC5, UniRef:UniRef50_P39276, UniRef:UniRef90_D0ZQC5"
"Dipeptide/tripeptide permease","pTR2",9,"GEGEGB_01605","COG:COG3104, COG:E, RefSeq:WP_000856790.1, SO:0001217, UniParc:UPI0000059A7F, UniRef:UniRef100_A0A726A9Z1, UniRef:UniRef50_P39276, UniRef:UniRef90_A0A379TV47"
"EmmdR/YeeO family multidrug/toxin efflux MATE transporter","norM",9,"GEGEGB_04580","COG:COG0534, COG:V, GO:0015297, GO:0055085, SO:0001217, UniRef:UniRef50_P76352, UniRef:UniRef90_A0A702EFL2"
"Energy-coupling factor transporter ATP-binding protein EcfA2","ecfA2",9,"GEGEGB_15765","COG:COG1122, COG:PR, RefSeq:WP_001775599.1, SO:0001217, UniParc:UPI000190FD21, UniRef:UniRef100_A0A725K6T2, UniRef:UniRef50_A0A198GP98, UniRef:UniRef90_A0A379RXI8"
"Energy-coupling factor transporter transmembrane protein EcfT","ecfT",9,"GEGEGB_15760","RefSeq:WP_000553254.1, SO:0001217, UniParc:UPI000190A91D, UniRef:UniRef100_A0A726AQD2, UniRef:UniRef50_A9MRE6, UniRef:UniRef90_A9MRE6"
"FMN-binding protein MioC","mioC",9,"GEGEGB_19240","COG:C, COG:COG0716, GO:0010181, RefSeq:WP_000763722.1, SO:0001217, UniParc:UPI000005A676, UniRef:UniRef100_C0Q2P2, UniRef:UniRef50_A0A084A2L4, UniRef:UniRef90_A0A2I5HNB8"
"Fe(2+) transporter permease subunit FeoB","feoB",9,"GEGEGB_21145","COG:COG0370, COG:P, GO:0005525, GO:0005886, GO:0006826, GO:0015093, GO:0016020, RefSeq:WP_000736984.1, SO:0001217, UniParc:UPI000005A7B3, UniRef:UniRef100_Q5PLZ1, UniRef:UniRef50_P33650, UniRef:UniRef90_P33650"
"Fe(3+)-hydroxamate ABC transporter permease FhuB","fhuB",9,"GEGEGB_01070","COG:COG0609, COG:P, EC:7.2.2.-, GO:0005886, GO:0022857, GO:0033214, GO:0034755, KEGG:K23228, SO:0001217, UniParc:UPI0000059A28, UniRef:UniRef100_Q8Z9B5, UniRef:UniRef50_P06972, UniRef:UniRef90_O87656"
"Fe(3+)-hydroxamate ABC transporter substrate-binding protein FhuD","fhuD",9,"GEGEGB_01065","COG:COG0614, COG:P, EC:7.2.2.-, RefSeq:WP_001208784.1, SO:0001217, UniParc:UPI0000059A27, UniRef:UniRef100_A0A725VDV1, UniRef:UniRef50_P07822, UniRef:UniRef90_A0A0K0H6Y5"
"Fe(3+)-siderophore ABC transporter permease","fepD",9,"GEGEGB_11995","COG:COG0609, COG:P, EC:7.2.2.-, GO:0016020, GO:0022857, RefSeq:WP_001277880.1, SO:0001217, UniParc:UPI000005A19A, UniRef:UniRef100_A0A3Z3HQP1, UniRef:UniRef50_A0A7D5H6H1, UniRef:UniRef90_A0A3Z3HQP1"
"Fe2+-enterobactin ABC transporter substrate-binding protein","fepB",9,"GEGEGB_11985","COG:COG4592, COG:P, EC:7.2.2.-, RefSeq:WP_001239614.1, SO:0001217, UniParc:UPI000005A198, UniRef:UniRef100_A0A5I0RSH7, UniRef:UniRef50_A0A2I5HJ95, UniRef:UniRef90_A0A2I5HJ95"
"Fe3+-hydroxamate ABC transporter ATP-binding protein FhuC","fhuC",9,"GEGEGB_01060","COG:COG1120, COG:PH, EC:7.2.2.-, GO:0005524, RefSeq:WP_001157197.1, SO:0001217, UniParc:UPI0000059A26, UniRef:UniRef100_Q57T63, UniRef:UniRef50_P07821, UniRef:UniRef90_F5RVM1"
"Flagella basal body P-ring formation protein FlgA","flgA",9,"GEGEGB_09240","COG:COG1261, COG:N, GO:0042597, GO:0044780, RefSeq:WP_001194076.1, SO:0001217, UniParc:UPI0000059FB1, UniRef:UniRef100_A0A725GDR5, UniRef:UniRef50_P75933, UniRef:UniRef90_P40131"
"Flagellar P-ring protein","flgI",9,"GEGEGB_09200","COG:COG1706, COG:N, GO:0005198, GO:0009428, GO:0030288, GO:0071973, KEGG:K02394, RefSeq:WP_001518955.1, SO:0001217, UniParc:UPI0000061B57, UniRef:UniRef100_B5F926, UniRef:UniRef50_P58203, UniRef:UniRef90_B5F926"
"Flagellar basal-body rod protein FlgF","flgF",9,"GEGEGB_09215","COG:COG4787, COG:N, GO:0009425, GO:0071978, RefSeq:WP_000349284.1, SO:0001217, UniParc:UPI0000059FAC, UniRef:UniRef100_A0A725GDF8, UniRef:UniRef50_P16323, UniRef:UniRef90_P16323"
"Flotillin family inner membrane protein YqiK","yqiK",9,"GEGEGB_16395","COG:COG2268, COG:S, GO:0005829, GO:0005886, GO:0045121, GO:0072659, RefSeq:WP_000342894.1, SO:0001217, UniParc:UPI000005A4A2, UniRef:UniRef100_A0A725VJK0, UniRef:UniRef50_P77306, UniRef:UniRef90_P77306"
"Formate/nitrite transporter FocA, FNT family","focA",9,"GEGEGB_02560","COG:COG2116, COG:P, RefSeq:WP_000377769.1, SO:0001217, UniParc:UPI0000059B1C, UniRef:UniRef100_A0A3U7XQK3, UniRef:UniRef50_P37327, UniRef:UniRef90_A0A5Y3UUU9"
"Fucose permease","fucP",9,"GEGEGB_10690","COG:COG0738, COG:G, RefSeq:WP_000217437.1, SO:0001217, UniParc:UPI000005A0BA, UniRef:UniRef100_A0A726A9M6, UniRef:UniRef50_P75810, UniRef:UniRef90_V1GQF3"
"GTP-binding protein",NA,9,"GEGEGB_03440","RefSeq:WP_000169350.1, SO:0001217, UniParc:UPI0000059BC1, UniRef:UniRef100_A0A1S0Z870, UniRef:UniRef90_A0A0K0HC51"
"Glycerol uptake facilitator or related aquaporin (Major Intrinsic protein Family)","glpF",9,"GEGEGB_18625","COG:COG0580, COG:G, RefSeq:WP_000084284.1, SO:0001217, UniParc:UPI000005A60F, UniRef:UniRef100_A0A725VKG1, UniRef:UniRef50_Q51389, UniRef:UniRef90_A0A379TMZ7"
"H(+)/Cl(-) exchange transporter ClcA","clcA",9,"GEGEGB_01080","COG:COG0038, COG:P, GO:0005247, GO:0005886, GO:0006821, GO:0015297, GO:0055085, RefSeq:WP_000845433.1, SO:0001217, UniParc:UPI0000059A2A, UniRef:UniRef100_Q8Z9B3, UniRef:UniRef50_Q8ZRP8, UniRef:UniRef90_Q8ZRP8"
"H+/gluconate symporter GntT or related permease, GntP/DsdX family","gntT",9,"GEGEGB_14780","COG:COG2610, COG:G, RefSeq:WP_000202725.1, SO:0001217, UniParc:UPI000005A385, UniRef:UniRef100_A0A3U7XPT3, UniRef:UniRef50_P71364, UniRef:UniRef90_A0A379QIC4"
"HAAAP family serine/threonine permease SdaC","sdaC",9,"GEGEGB_15120","BlastRules:WP_000450476, COG:COG0814, COG:E, GO:0005886, GO:0015194, GO:0015293, GO:0015825, RefSeq:WP_000859030.1, SO:0001217, UniParc:UPI000005A3C2, UniRef:UniRef100_A0A725FVC1, UniRef:UniRef50_P0AAD7, UniRef:UniRef90_P0AAD7"
"High-affinity nickel/cobalt permease","hoxN",9,"GEGEGB_14110","COG:COG3376, COG:P, SO:0001217, UniParc:UPI000190D1CA, UniRef:UniRef100_A0A725VIQ3, UniRef:UniRef50_P23516, UniRef:UniRef90_A0A379VLS3"
"Histidine/lysine/arginine/ornithine transport system permease protein HisQ","hisQ",9,"GEGEGB_02765","COG:COG4215, COG:E, GO:0005886, GO:0006865, GO:0022857, GO:0043190, KEGG:K10016, RefSeq:WP_000965498.1, SO:0001217, UniParc:UPI0000059B43, UniRef:UniRef100_P0A2J0, UniRef:UniRef50_P52094, UniRef:UniRef90_P52094"
"Inner membrane ABC transporter permease protein YejB","yejB",9,"GEGEGB_03415","COG:COG4174, COG:Q, GO:0005886, GO:0015833, GO:0016020, GO:0035672, GO:0042884, GO:0055052, RefSeq:WP_000501623.1, SO:0001217, UniParc:UPI0000059BBC, UniRef:UniRef100_A0A5I4K4C6, UniRef:UniRef50_P33915, UniRef:UniRef90_P0AFU1"
"Inner membrane protein YbhQ","ybhQ",9,"GEGEGB_10945","RefSeq:WP_000871970.1, SO:0001217, UniParc:UPI000005A0E4, UniRef:UniRef100_E8XBS7, UniRef:UniRef50_D4BBH4, UniRef:UniRef90_D4BBH4"
"Inner membrane protein YbjM","ybjM",9,"GEGEGB_10670","RefSeq:WP_000680848.1, SO:0001217, UniParc:UPI000005A0B7, UniRef:UniRef100_A0A725G2V7, UniRef:UniRef50_P64440, UniRef:UniRef90_A0A5I8XBQ4"
"Inner membrane protein YbjO","ybjO",9,"GEGEGB_10620","SO:0001217, UniRef:UniRef50_P0AAZ2, UniRef:UniRef90_A0A8X6GLU9"
"Inner membrane protein YcdZ","ycdZ",9,"GEGEGB_09420","GO:0005886, SO:0001217, UniParc:UPI00017A8BAE, UniRef:UniRef100_A0A3T3EP46, UniRef:UniRef50_P75916, UniRef:UniRef90_O54290"
"Inner membrane protein YecN","yecN",9,"GEGEGB_05200","COG:COG3788, COG:S, GO:0005886, RefSeq:WP_000252975.1, SO:0001217, UniParc:UPI0000059CEC, UniRef:UniRef100_A0A5W0VTM7, UniRef:UniRef50_P64516, UniRef:UniRef90_P64516"
"Inner membrane protein YghB","yghB",9,"GEGEGB_16195","COG:COG0586, COG:M, GO:0005886, RefSeq:WP_000268441.1, SO:0001217, UniParc:UPI000005A47F, UniRef:UniRef100_P0A1F5, UniRef:UniRef50_P0AA65, UniRef:UniRef90_P0AA62"
"Inner membrane protein YjgN","yjgN",9,"GEGEGB_23790","COG:COG4269, COG:S, GO:0005886, RefSeq:WP_001066967.1, SO:0001217, UniParc:UPI000005A98A, UniRef:UniRef100_A0A726ACI5, UniRef:UniRef50_Q08022, UniRef:UniRef90_Q08022"
"Inner membrane protein YqjK","yqjK",9,"GEGEGB_16580","RefSeq:WP_000095496.1, SO:0001217, UniParc:UPI000005A4C0, UniRef:UniRef100_A0A8E6XCW3, UniRef:UniRef50_A0A0X4EIJ1, UniRef:UniRef90_A0A505CUA4"
"Inner membrane protein ydgK","ydgK",9,"GEGEGB_07035","RefSeq:WP_000214061.1, SO:0001217, UniParc:UPI0000059E30, UniRef:UniRef100_A0A379W8Z1, UniRef:UniRef50_P76180, UniRef:UniRef90_A9MRW4"
"Inner membrane transport permease YadH","yadH",9,"GEGEGB_00945","COG:COG0842, COG:V, GO:0043190, GO:0140359, RefSeq:WP_000983419.1, SO:0001217, UniParc:UPI0000059A11, UniRef:UniRef100_A0A725JTV3, UniRef:UniRef50_P0AFN8, UniRef:UniRef90_P0AFN8"
"Inner membrane transporter YcaM","ycaM",9,"GEGEGB_10375","COG:COG0531, COG:E, GO:0005886, GO:0022857, RefSeq:WP_001134259.1, SO:0001217, UniParc:UPI000005A07C, UniRef:UniRef100_A0A3U2R0L6, UniRef:UniRef50_P75835, UniRef:UniRef90_P75835"
"Intermembrane transporter PqiABC subunit PqiB","pqiB",9,"GEGEGB_05475","COG:COG3008, COG:M, RefSeq:WP_001521100.1, SO:0001217, UniParc:UPI00016BF845, UniRef:UniRef100_A0A605ENZ1, UniRef:UniRef50_P76272, UniRef:UniRef90_Q8Z663"
"Inverse autotransporter beta-domain domain-containing protein",NA,9,"GEGEGB_08330","RefSeq:WP_000232041.1, SO:0001217, UniParc:UPI0000059F0D, UniRef:UniRef100_A0A726APY4, UniRef:UniRef50_V1H4F9, UniRef:UniRef90_V1H4F9"
"L(+)-tartrate dehydratase subunit alpha","ttdA",9,"GEGEGB_17235","COG:C, COG:COG1951, GO:0008730, RefSeq:WP_000045349.1, SO:0001217, UniParc:UPI0000006881, UniRef:UniRef100_A0A5H6KJH7, UniRef:UniRef50_A0A174GLP3, UniRef:UniRef90_A0A087FW24"
"L(+)-tartrate dehydratase subunit beta","ttdB",9,"GEGEGB_17230","COG:C, COG:COG1838, EC:4.2.1.32, GO:0016836, RefSeq:WP_000162405.1, SO:0001217, UniParc:UPI0000006882, UniRef:UniRef100_A0A615ZH38, UniRef:UniRef50_A0A162FIL1, UniRef:UniRef90_B5XSR2"
"L-asparagine permease","ansP",9,"GEGEGB_07895","COG:COG1113, COG:E, GO:0005886, GO:0006865, GO:0016020, GO:0055085, RefSeq:WP_000857112.1, SO:0001217, UniParc:UPI0000059EC4, UniRef:UniRef100_A0A1S0ZKZ0, UniRef:UniRef50_P77610, UniRef:UniRef90_P40812"
"L-cystine ABC transporter ATP-binding protein TcyN","tcyN",9,"GEGEGB_04970","COG:COG1126, COG:E, EC:7.4.2.-, EC:7.4.2.12, GO:0003333, GO:0005524, GO:0005886, GO:0015184, GO:0015424, GO:0015811, GO:0016887, GO:0055052, GO:1903712, RefSeq:WP_001273033.1, SO:0001217, UniParc:UPI0000059CC2, UniRef:UniRef100_A0A5I4K595, UniRef:UniRef50_P37774, UniRef:UniRef90_P37774"
"L-cystine transporter TcyP, sodium:dicarboxylate symporter family","tcyP",9,"GEGEGB_06560","COG:COG1823, COG:E, RefSeq:WP_000261850.1, SO:0001217, UniParc:UPI0000059DDC, UniRef:UniRef100_A0A726AAQ6, UniRef:UniRef50_A0A0J1LYL0, UniRef:UniRef90_A0A447PDS1"
"L-lactate permease","lldP",9,"GEGEGB_20230","COG:C, COG:COG1620, GO:0005886, GO:0015129, GO:0015295, GO:0015727, RefSeq:WP_001055299.1, SO:0001217, UniParc:UPI000005A713, UniRef:UniRef100_Q8Z2E3, UniRef:UniRef50_P55910, UniRef:UniRef90_Q8ZL63"
"L-methionine/branched-chain amino acid transporter","yjeH",9,"GEGEGB_23135","COG:COG0531, COG:E, GO:0016020, GO:0022857, GO:0055085, SO:0001217, UniRef:UniRef50_P39277, UniRef:UniRef90_A0A2I5HP60"
"LPS O-antigen chain length determinant protein WzzB","wzzB",9,"GEGEGB_04210","COG:COG3765, COG:M, GO:0004713, GO:0005886, GO:0009103, GO:0042802, KEGG:K05789, RefSeq:WP_000215243.1, SO:0001217, UniParc:UPI0000059C4E, UniRef:UniRef100_A0A725K331, UniRef:UniRef50_P76372, UniRef:UniRef90_Q04866"
"LPS O-antigen length regulator Wzz(fepE)","wzz(fepE)",9,"GEGEGB_12010","COG:COG3765, COG:M, GO:0009103, GO:0016020, SO:0001217, UniRef:UniRef50_A0A655EKD1, UniRef:UniRef90_A0A659S436"
"LPS assembly lipoprotein LptE","lptE",9,"GEGEGB_11705","COG:COG2980, COG:M, GO:0009279, GO:0019867, GO:0043165, RefSeq:WP_001269949.1, SO:0001217, UniParc:UPI000005A165, UniRef:UniRef100_Q8Z8H6, UniRef:UniRef50_Q8ZQZ7, UniRef:UniRef90_Q8ZQZ7"
"LPS assembly protein LptD","lptD",9,"GEGEGB_00500","COG:COG1452, COG:M, GO:0009279, GO:0010033, GO:0015920, GO:0019867, GO:0043165, RefSeq:WP_000746124.1, SO:0001217, UniParc:UPI00000599C0, UniRef:UniRef100_Q8Z9J6, UniRef:UniRef50_P31554, UniRef:UniRef90_P31554"
"LPS biosynthesis-modulating metalloenzyme YejM","yejM",9,"GEGEGB_03360","COG:COG3083, COG:MT, GO:0005886, GO:0008484, KEGG:K07014, RefSeq:WP_000256150.1, SO:0001217, UniParc:UPI0000059BB0, UniRef:UniRef100_P40709, UniRef:UniRef50_P40709, UniRef:UniRef90_P40709"
"LPS export ABC transporter periplasmic protein LptC","lptC",9,"GEGEGB_17035","EC:7.5.2.5, GO:0005886, GO:0015221, GO:0043165, RefSeq:WP_000047845.1, SO:0001217, UniParc:UPI000005A50E, UniRef:UniRef100_A0A5H6KN60, UniRef:UniRef50_P0ADW1, UniRef:UniRef90_P0ADW1"
"LPS export ABC transporter permease LptF","lptF",9,"GEGEGB_23815","COG:COG0795, COG:MN, EC:7.5.2.5, GO:0005886, GO:0015221, GO:0015920, GO:0043190, GO:0055085, KEGG:K07091, RefSeq:WP_000584132.1, SO:0001217, UniParc:UPI000005A98E, UniRef:UniRef100_A0A5H9YJY0, UniRef:UniRef50_P0AFA0, UniRef:UniRef90_P0AFA0"
"LPS export ABC transporter permease LptG","lptG",9,"GEGEGB_23820","COG:COG0795, COG:MN, EC:7.5.2.5, GO:0005886, GO:0015221, GO:0015920, GO:0016020, GO:0043165, GO:0043190, GO:0055085, GO:1990351, RefSeq:WP_001182241.1, SO:0001217, UniParc:UPI000005A98F, UniRef:UniRef100_A0A725K389, UniRef:UniRef50_P0ADC7, UniRef:UniRef90_P0ADC7"
"Lipid A 1-diphosphate synthase",NA,9,"GEGEGB_03435","RefSeq:WP_000178088.1, SO:0001217, UniParc:UPI0000059BC0, UniRef:UniRef100_A0A725K0Q8, UniRef:UniRef50_P76445, UniRef:UniRef90_Q57MC6"
"Lipopolysaccharide 1,2-N-acetylglucosaminetransferase","waaK",9,"GEGEGB_20110","COG:COG0438, COG:M, EC:2.4.1.56, GO:0008917, GO:0009244, GO:0016020, GO:0016757, RefSeq:WP_000591814.1, SO:0001217, UniParc:UPI000005A6FE, UniRef:UniRef100_A0A725G4R7, UniRef:UniRef50_P26470, UniRef:UniRef90_P26470"
"Lipopolysaccharide assembly protein A","lapA",9,"GEGEGB_08565","COG:COG3771, COG:S, GO:0005886, GO:0008653, RefSeq:WP_000876300.1, SO:0001217, UniParc:UPI0000059F39, UniRef:UniRef100_A0A725K4K7, UniRef:UniRef50_P0ACV4, UniRef:UniRef90_P0ACV4"
"LpxT activity modulator PmrR","pmrR",9,"GEGEGB_22170","RefSeq:WP_000844399.1, SO:0001217, UniParc:UPI000169EE2F, UniRef:UniRef100_A0A0F6BAE9, UniRef:UniRef50_A0A0F6BAE9, UniRef:UniRef90_A0A0F6BAE9"
"MATE family efflux transporter DinF","dinF",9,"GEGEGB_21900","COG:COG0534, COG:V, GO:0015297, GO:0016020, GO:0042910, GO:0055085, RefSeq:WP_001128110.1, SO:0001217, UniParc:UPI000005A833, UniRef:UniRef100_A0A726AGQ8, UniRef:UniRef50_P28303, UniRef:UniRef90_A9MGP5"
"MFS transporter TsgA","tsgA",9,"GEGEGB_21315","COG:COG0738, COG:G, GO:0005886, GO:0022857, GO:0055085, RefSeq:WP_000185274.1, SO:0001217, UniParc:UPI000005A7D1, UniRef:UniRef100_UPI000005A7D1, UniRef:UniRef50_Q8X4S4, UniRef:UniRef90_Q8X4S4"
"Maltoporin","lamB",9,"GEGEGB_21865","COG:COG4580, COG:G, GO:0006811, GO:0009279, GO:0015144, GO:0015288, GO:0015481, GO:0015774, GO:0042958, GO:0046930, RefSeq:WP_000973678.1, SO:0001217, UniParc:UPI000005A82C, UniRef:UniRef100_B4T1S6, UniRef:UniRef50_A8AN92, UniRef:UniRef90_Q57GZ6"
"MarC family NAAT transporter","marC",9,"GEGEGB_07610","COG:COG2095, COG:E, GO:0005886, GO:0016020, RefSeq:WP_000968968.1, SO:0001217, UniParc:UPI0000059E98, UniRef:UniRef100_Q57PB6, UniRef:UniRef50_Q7ADY8, UniRef:UniRef90_Q7ADY8"
"MdtK family multidrug efflux MATE transporter","mdtK",9,"GEGEGB_06855","BlastRules:WP_001175077, COG:COG0534, COG:V, GO:0005886, GO:0006814, GO:0006855, GO:0015297, GO:0042910, RefSeq:WP_001175077.1, SO:0001217, UniParc:UPI0000059E0D, UniRef:UniRef100_B5FIH8, UniRef:UniRef50_Q7WTR3, UniRef:UniRef90_Q8ZPP2"
"Membrane protein implicated in regulation of membrane protease activity","ybbJ",9,"GEGEGB_12430","COG:COG1585, COG:O, RefSeq:WP_000561177.1, SO:0001217, UniParc:UPI000005A1E4, UniRef:UniRef100_A0A5I1DE47, UniRef:UniRef50_P0AAS3, UniRef:UniRef90_A0A379WYA8"
"Metal-binding protein",NA,9,"GEGEGB_05045","RefSeq:WP_000377238.1, SO:0001217, UniParc:UPI0000059CD0, UniRef:UniRef100_A0A3V7PAZ4, UniRef:UniRef50_A6TB58, UniRef:UniRef90_A0A6C8G5Z1"
"Mn(2+) uptake NRAMP transporter MntH","mntH",9,"GEGEGB_02435","BlastRules:WP_000131735, COG:COG1914, COG:P, GO:0005886, GO:0015293, GO:0016020, GO:0022857, GO:0046872, GO:0046873, GO:0055085, RefSeq:WP_000131734.1, SO:0001217, UniParc:UPI0000059B0B, UniRef:UniRef100_Q5PNF0, UniRef:UniRef50_A0KG66, UniRef:UniRef90_Q32DF6"
"MotA/TolQ/ExbB proton channel domain-containing protein",NA,9,"GEGEGB_21995","RefSeq:WP_000875187.1, SO:0001217, UniParc:UPI000005A846, UniRef:UniRef100_A0A3U5QIH6, UniRef:UniRef50_A0A403F1T5, UniRef:UniRef90_A0A2C9P4W6"
"Multidrug transporter EmrE and related cation transporters","emrE",9,"GEGEGB_08235","COG:COG2076, COG:V, RefSeq:WP_000159242.1, SO:0001217, UniParc:UPI0000059EFD, UniRef:UniRef100_G5LNK6, UniRef:UniRef50_N9MIH4, UniRef:UniRef90_A0A2I5HGH8"
"NAAT family transporter YchE","ychE",9,"GEGEGB_08780","BlastRules:WP_000616554, COG:COG2095, COG:E, GO:0016020, KEGG:K05595, RefSeq:WP_000615840.1, SO:0001217, UniParc:UPI0000059F5D, UniRef:UniRef100_A0A747R5Y7, UniRef:UniRef50_P25743, UniRef:UniRef90_A0A078LDR0"
"NADP-dependent isocitrate dehydrogenase","icd",9,"GEGEGB_08900","COG:C, COG:COG0538, EC:1.1.1.42, GO:0000287, GO:0004450, GO:0005737, GO:0005829, GO:0006097, GO:0006099, GO:0006979, GO:0022900, GO:0051287, GO:0097216, RefSeq:WP_000444506.1, SO:0001217, UniParc:UPI0000059F72, UniRef:UniRef100_A0A3V2E7J0, UniRef:UniRef50_P08200, UniRef:UniRef90_P08200"
"Na+/H+ antiporter NhaD or related arsenite permease","arsB",9,"GEGEGB_10805","COG:COG1055, COG:P, RefSeq:WP_001046516.1, SO:0001217, UniParc:UPI000005A0D1, UniRef:UniRef100_A0A725GA68, UniRef:UniRef50_A0A090V2A1, UniRef:UniRef90_B5R7A2"
"Ni(II)/Co(II) efflux transporter accessory subunit RcnB","rcnB",9,"GEGEGB_03785","BlastRules:WP_000153067, RefSeq:WP_000837534.1, SO:0001217, UniParc:UPI0000059BFD, UniRef:UniRef100_G5Q4Q1, UniRef:UniRef50_A8AEC0, UniRef:UniRef90_G5Q4Q1"
"Nitrate/nitrite transporter NarK","narK",9,"GEGEGB_01530","COG:COG2223, COG:P, RefSeq:WP_001276374.1, SO:0001217, UniParc:UPI0000059A72, UniRef:UniRef100_A0A725G8Z2, UniRef:UniRef50_A0A0T9WM45, UniRef:UniRef90_A0A0T9WM45"
"Nitrate/nitrite transporter NarU","narU",9,"GEGEGB_07860","COG:COG2223, COG:P, GO:0005886, GO:0015112, GO:0015113, GO:0042128, RefSeq:WP_000198245.1, SO:0001217, UniParc:UPI0000059EBE, UniRef:UniRef100_A0A3U5QE15, UniRef:UniRef50_P37593, UniRef:UniRef90_P37593"
"Nucleoside-specific channel-forming protein Tsx","tsx",9,"GEGEGB_12910","COG:COG3248, COG:M, GO:0005337, GO:0006811, GO:0009279, GO:0015288, GO:0046930, RefSeq:WP_000752021.1, SO:0001217, UniParc:UPI000005A23C, UniRef:UniRef100_P0A262, UniRef:UniRef50_P0A262, UniRef:UniRef90_P0A262"
"O-antigen ligase RfaL","rfaL",9,"GEGEGB_20115","COG:COG3307, COG:M, GO:0005886, GO:0009244, GO:0016874, RefSeq:WP_000958453.1, SO:0001217, UniParc:UPI000005A6FF, UniRef:UniRef100_A0A3U2R5H3, UniRef:UniRef50_P26471, UniRef:UniRef90_P26471"
"Oligopeptide transport ATP-binding protein OppD","oppD",9,"GEGEGB_08755","COG:COG0444, COG:EP, GO:0005524, GO:0005886, GO:0015031, GO:0015833, GO:0016887, RefSeq:WP_000058853.1, SO:0001217, UniParc:UPI0000059F5A, UniRef:UniRef100_A0A725G8Z6, UniRef:UniRef50_P04285, UniRef:UniRef90_P04285"
"OmpA family lipoprotein","ompA",9,"GEGEGB_20475","COG:COG2885, COG:M, GO:0009279, RefSeq:WP_000747548.1, SO:0001217, UniParc:UPI000005A73E, UniRef:UniRef100_A0A8E6Y3Z7, UniRef:UniRef50_A0A0J2H392, UniRef:UniRef90_A0A0J2H392"
"Outer membrane lipoprotein LpoA, binds and activates PBP1a","lpoA",9,"GEGEGB_16770","COG:COG3107, COG:M, RefSeq:WP_000249248.1, SO:0001217, UniParc:UPI000005A4DE, UniRef:UniRef100_A0A725G3H0, UniRef:UniRef50_P45464, UniRef:UniRef90_C0PZ32"
"Outer membrane porin C","ompC",9,"GEGEGB_03215","COG:COG3203, COG:M, GO:0009279, GO:0015288, GO:0034220, GO:0046930, RefSeq:WP_000865526.1, SO:0001217, UniParc:UPI0000059B97, UniRef:UniRef100_P0A264, UniRef:UniRef50_P06996, UniRef:UniRef90_P0A264"
"Outer membrane protein X",NA,9,"GEGEGB_10840","RefSeq:WP_000716763.1, SO:0001217, UniParc:UPI000005A0D4, UniRef:UniRef100_A0A6C8GRB0, UniRef:UniRef90_P0A919"
"Outer membrane scaffolding protein for murein synthesis, MipA/OmpV family","ompV",9,"GEGEGB_06170","COG:COG3713, COG:M, KEGG:K07274, RefSeq:WP_000163762.1, SO:0001217, UniParc:UPI0000059D9C, UniRef:UniRef100_A0A8E6XGQ9, UniRef:UniRef50_C7BIC6, UniRef:UniRef90_A0A379QJ76"
"PTS N,N'-diacetylchitobiose transporter subunit IIA","chbA",9,"GEGEGB_06325","COG:COG1447, COG:G, EC:2.7.1.196, RefSeq:WP_000459882.1, SO:0001217, UniParc:UPI0000059DB5, UniRef:UniRef100_A0A725VI91, UniRef:UniRef50_P69793, UniRef:UniRef90_C0Q6X0"
"PTS N,N'-diacetylchitobiose transporter subunit IIB","chbB",9,"GEGEGB_06315","BlastRules:WP_000412169, COG:COG1440, COG:G, EC:2.7.1.196, RefSeq:WP_000412161.1, SO:0001217, UniParc:UPI0000059DB3, UniRef:UniRef100_M7RF95, UniRef:UniRef50_P69830, UniRef:UniRef90_A0A3Y2RS55"
"PTS N,N'-diacetylchitobiose transporter subunit IIC","chbC",9,"GEGEGB_06320","COG:COG1455, COG:G, EC:2.7.1.196, GO:0005886, GO:0008982, GO:0009401, GO:0016020, GO:1902495, GO:1902815, KEGG:K02761, RefSeq:WP_000073015.1, SO:0001217, UniParc:UPI0000059DB4, UniRef:UniRef100_A0A725K5U2, UniRef:UniRef50_P17334, UniRef:UniRef90_P17334"
