Gene,Non-unique Gene name,Annotation,GCF_000022165.1,GCF_000020925.1,GCF_000020885.1,GCF_000007545.1,GCF_000170215.1,GCF_000020745.1,GCF_000171535.2,GCF_000171415.1,GCF_000171515.1
group_2910,;aes,GDXG family lipase;Acetyl esterase/lipase,AJBGEP_21210,HFCAGB_21430,BEJGEH_20460,GEGEGB_18920,ODDLKH_22460,LNHIMF_20430,ONMMKP_13785,IKCLMC_03380,PKJKAM_07270
yheT,;yheT,Putative hydrolase;AB hydrolase-1 domain-containing protein;hydrolase,AJBGEP_18230,HFCAGB_18500,BEJGEH_17465,GEGEGB_21380;GEGEGB_21375,ODDLKH_19550,LNHIMF_17580,ONMMKP_16890,IKCLMC_14650,PKJKAM_19520
proP,;proP,Proline/betaine transporter;glycine betaine/L-proline transporter ProP,AJBGEP_22505,HFCAGB_22655,BEJGEH_21770,GEGEGB_22160,ODDLKH_00745,LNHIMF_21890,ONMMKP_12510,IKCLMC_05480,PKJKAM_06150
group_2901,,Inner membrane protein,AJBGEP_22320,HFCAGB_22470,BEJGEH_21580,GEGEGB_21970,ODDLKH_00560,LNHIMF_21700,ONMMKP_12695,IKCLMC_05295,PKJKAM_06335
yfeJ,yfeJ,Putative glutamine amidotransferase-like protein YfeJ,AJBGEP_13060,HFCAGB_13565,BEJGEH_12330,GEGEGB_02285,ODDLKH_14740,LNHIMF_12890,ONMMKP_22040,IKCLMC_06710,PKJKAM_14155
blc,blc,Bacterial lipocalin Blc,AJBGEP_22750,HFCAGB_22885,BEJGEH_22080,GEGEGB_23185,ODDLKH_01050,LNHIMF_22195,ONMMKP_12260,IKCLMC_05730,PKJKAM_05910
sadB,;sadB,DUF3251 domain-containing protein;Inner membrane lipoprotein SadB,AJBGEP_19425,HFCAGB_19700,BEJGEH_18675,GEGEGB_20245,ODDLKH_20725,LNHIMF_18675,ONMMKP_15750,IKCLMC_13470,PKJKAM_18380
group_2900,,Metal-dependent hydrolase beta-lactamase superfamily II,AJBGEP_15580,HFCAGB_15820,BEJGEH_14745,GEGEGB_14970,ODDLKH_16890,LNHIMF_14940,ONMMKP_19615,IKCLMC_19580,PKJKAM_12145
group_2898,;sfsB,DNA-binding protein;Transcriptional regulator;putative transcriptional regulator lambda repressor-like DNA-binding domain,AJBGEP_12725,HFCAGB_13200,BEJGEH_12000,GEGEGB_02660,ODDLKH_14405,LNHIMF_12560,ONMMKP_22375,IKCLMC_08115,PKJKAM_14495
priC,;priC,Primosomal replication protein N;primosomal replication protein N'',AJBGEP_02505,HFCAGB_02530,BEJGEH_02450,GEGEGB_12540,ODDLKH_04845,LNHIMF_02530,ONMMKP_08390,IKCLMC_11220,PKJKAM_16315
prmC,prmC,peptide chain release factor N(5)-glutamine methyltransferase,AJBGEP_09335,HFCAGB_07520,BEJGEH_06465,GEGEGB_05860,ODDLKH_11330,LNHIMF_09230,ONMMKP_01310,IKCLMC_21965,PKJKAM_22035
group_2895,,YdgH/BhsA/McbA-like domain-containing protein;DUF1471 domain-containing protein,AJBGEP_23000,HFCAGB_23135,BEJGEH_22335,GEGEGB_23430,ODDLKH_01300,LNHIMF_22440,ONMMKP_12010,IKCLMC_17110,PKJKAM_05660
tonB,tonB,TonB system transport protein TonB,AJBGEP_09150,HFCAGB_07705,BEJGEH_06650,GEGEGB_08720,ODDLKH_11145,LNHIMF_09045,ONMMKP_01495,IKCLMC_22150,PKJKAM_22220
ybgE,ybgE,cyd operon protein YbgE,AJBGEP_03840,HFCAGB_04125,BEJGEH_03720,GEGEGB_11245,ODDLKH_06185,LNHIMF_04415,ONMMKP_07075,IKCLMC_01940,PKJKAM_02145
fliD,fliD,flagellar filament capping protein FliD,AJBGEP_10305,HFCAGB_06290,BEJGEH_05540,GEGEGB_04925,ODDLKH_12270,LNHIMF_10185,ONMMKP_00345,IKCLMC_20960,PKJKAM_21035
pagN,pagN,Outer membrane protein PagN;adhesin/invasin protein PagN,AJBGEP_01625,HFCAGB_01620,BEJGEH_01575,GEGEGB_13410,ODDLKH_03975,LNHIMF_01660,ONMMKP_09285,IKCLMC_10340,PKJKAM_17210
sseD,sseD,SPI-2 type III secretion system translocon protein SseD,AJBGEP_07410,HFCAGB_09415,BEJGEH_08430,GEGEGB_06735,ODDLKH_09410,LNHIMF_07265,ONMMKP_03250,IKCLMC_23875,PKJKAM_04075
arfA,arfA,Stalled ribosome alternative rescue factor ArfA,AJBGEP_17975,HFCAGB_18250,BEJGEH_17210,GEGEGB_21635,ODDLKH_19295,LNHIMF_17325,ONMMKP_17145,IKCLMC_00720,PKJKAM_00560
yliI,yliI;,Soluble aldose sugar dehydrogenase yliI;Oxidoreductase;Glucose/arabinose dehydrogenase beta-propeller fold;Soluble aldose sugar dehydrogenase PQQ-dependent,AJBGEP_04450,HFCAGB_04725;HFCAGB_04730,BEJGEH_04275,GEGEGB_10725,ODDLKH_06780;ODDLKH_06785,LNHIMF_04955,ONMMKP_06250;ONMMKP_06255,IKCLMC_07320;IKCLMC_07315,PKJKAM_05155;PKJKAM_05160
sseF,sseF,type III secretion system effector SseF,AJBGEP_07425,HFCAGB_09400,BEJGEH_08415,GEGEGB_06750,ODDLKH_09425,LNHIMF_07280,ONMMKP_03235,IKCLMC_23860,PKJKAM_04060
tolA,;tolA,hypothetical protein;cell envelope integrity protein TolA,AJBGEP_03860,HFCAGB_04145,BEJGEH_03740,GEGEGB_11225,ODDLKH_06205,LNHIMF_04440;LNHIMF_04435,ONMMKP_07055,IKCLMC_01920,PKJKAM_02165
group_2890,;yadH,ABC transporter permease;ABC-type multidrug transport system permease component,AJBGEP_18870,HFCAGB_19140,BEJGEH_18110,GEGEGB_20810;GEGEGB_20815,ODDLKH_20175,LNHIMF_18140,ONMMKP_16315,IKCLMC_14025,PKJKAM_18935
group_2889,,Chitodextrinase,AJBGEP_00095,HFCAGB_00100,BEJGEH_00100,GEGEGB_00095,ODDLKH_02475,LNHIMF_00095,ONMMKP_10820,IKCLMC_15950,PKJKAM_10445
pduL,pduL,Phosphate propanoyltransferase,AJBGEP_11040,HFCAGB_11545,BEJGEH_10330,GEGEGB_04395,ODDLKH_12715,LNHIMF_10645,ONMMKP_24005,IKCLMC_09810,PKJKAM_20585
group_2886,rarD,EamA family transporter RarD,AJBGEP_20805,HFCAGB_21025,BEJGEH_20050,GEGEGB_17625,ODDLKH_22055,LNHIMF_20025,ONMMKP_14170,IKCLMC_02425,PKJKAM_07655
group_2885,yehR,DUF1307 domain-containing protein,AJBGEP_11615,HFCAGB_12130,BEJGEH_10960,GEGEGB_03735,ODDLKH_13295,LNHIMF_11530,ONMMKP_23435,IKCLMC_09170,PKJKAM_19890
group_2884,,Cytoplasmic protein,AJBGEP_06630,HFCAGB_10240,BEJGEH_09205,GEGEGB_05970,ODDLKH_08630,LNHIMF_06490,ONMMKP_04430,IKCLMC_04845,PKJKAM_02480
group_2883,glxK;,Glycerate kinase,AJBGEP_13350,HFCAGB_13845,BEJGEH_12615,GEGEGB_02005,ODDLKH_15020,LNHIMF_13155,ONMMKP_21765,IKCLMC_06435,PKJKAM_13885
sctE2~~~sseC,sctE2;sseC,type III secretion system translocon protein;SPI-2 type III secretion system translocon protein SseC,AJBGEP_07405,HFCAGB_09420,BEJGEH_08435,GEGEGB_06730,ODDLKH_09405,LNHIMF_07260,ONMMKP_03255,IKCLMC_23880,PKJKAM_04080
group_2882,sseB,SPI-2 type III secretion system translocon protein SseB,AJBGEP_07395,HFCAGB_09430,BEJGEH_08445,GEGEGB_06720,ODDLKH_09395,LNHIMF_07250,ONMMKP_03265,IKCLMC_23890,PKJKAM_04090
sptP,sptP;,SPI-1 type III secretion system effector GTPase-activating protein SptP;Effector protein SptP;protein-tyrosine-phosphatase,AJBGEP_15220,HFCAGB_15455,BEJGEH_14355,GEGEGB_14620,ODDLKH_16530,LNHIMF_14595,ONMMKP_19980;ONMMKP_19975,IKCLMC_19940,PKJKAM_12520
thiC,thiC,phosphomethylpyrimidine synthase ThiC,AJBGEP_21880,HFCAGB_22120,BEJGEH_21120,GEGEGB_18260,ODDLKH_00110,LNHIMF_21060,ONMMKP_13135,IKCLMC_01195,PKJKAM_01060
lpxH,lpxH,UDP-23-diacylglucosamine diphosphatase,AJBGEP_02790,HFCAGB_02815,BEJGEH_02745,GEGEGB_12240,ODDLKH_05130,LNHIMF_02720,ONMMKP_08105,IKCLMC_11505,PKJKAM_16030
group_2876,,Cytoplasmic protein;Transcriptional regulator;hypothetical protein,AJBGEP_12155,HFCAGB_12620,BEJGEH_11430,GEGEGB_03245,ODDLKH_13835,LNHIMF_11990,ONMMKP_22940,IKCLMC_08690,PKJKAM_15055
rhtA,rhtA,threonine/homoserine exporter RhtA,AJBGEP_04290,HFCAGB_04560,BEJGEH_04160,GEGEGB_10845,ODDLKH_06620,LNHIMF_04805,ONMMKP_06425,IKCLMC_07155,PKJKAM_05325
thiL,thiL,thiamine-phosphate kinase,AJBGEP_02195,HFCAGB_02215,BEJGEH_02135,GEGEGB_12880,ODDLKH_04535,LNHIMF_02225,ONMMKP_08700,IKCLMC_10905,PKJKAM_16630
fimH,fimH,type I fimbriae minor fimbrial subunit FimH adhesin,AJBGEP_02850,HFCAGB_02880,BEJGEH_02805,GEGEGB_12190,ODDLKH_05190,LNHIMF_02780,ONMMKP_08045,IKCLMC_11565,PKJKAM_15970
group_2869,ydeI,YdeI family stress tolerance OB fold protein,AJBGEP_07980,HFCAGB_08830,BEJGEH_07860,GEGEGB_07570,ODDLKH_09980,LNHIMF_07845,ONMMKP_02685,IKCLMC_23295,PKJKAM_23390
yoaI,yoaI,small membrane protein YoaI,AJBGEP_06790,HFCAGB_10075,BEJGEH_09045,GEGEGB_06140,ODDLKH_08790,LNHIMF_06650,ONMMKP_04270,IKCLMC_24490,PKJKAM_02320
siiA,;siiA,Inner membrane or exported protein;SPI-4 type I secretion system auxiliary protein SiiA,AJBGEP_22340,HFCAGB_22490,BEJGEH_21600,GEGEGB_21990,ODDLKH_00580,LNHIMF_21720,ONMMKP_12675,IKCLMC_05315,PKJKAM_06315
yfdX,yfdX,YfdX protein,AJBGEP_16015,HFCAGB_16285,BEJGEH_15230,GEGEGB_15480,ODDLKH_17330,LNHIMF_15380,ONMMKP_19150,IKCLMC_19145,PKJKAM_11685
group_2867,cadC1,DNA-binding winged helix-turn-helix (wHTH) domain,AJBGEP_01805,HFCAGB_01805,BEJGEH_01750,GEGEGB_13285,ODDLKH_04145,LNHIMF_01845,ONMMKP_09105,IKCLMC_10510,PKJKAM_17020
group_2866,,Putative cytoplasmic protein,AJBGEP_00105,HFCAGB_00110,BEJGEH_00110,GEGEGB_00110,ODDLKH_02485,LNHIMF_00105,ONMMKP_10810,IKCLMC_15940,PKJKAM_10435
mobB,mobB,molybdopterin-guanine dinucleotide biosynthesis protein MobB,AJBGEP_21000,HFCAGB_21220,BEJGEH_20245,GEGEGB_19140,ODDLKH_22250,LNHIMF_20220,ONMMKP_13975,IKCLMC_03165,PKJKAM_07460
group_2865,,Periplasmic or exported protein,AJBGEP_15045,HFCAGB_15280,BEJGEH_14180,GEGEGB_14455,ODDLKH_16355,LNHIMF_14420,ONMMKP_20160,IKCLMC_20115,PKJKAM_12695
ldtD,ldtD,LD-transpeptidase,AJBGEP_04940,HFCAGB_05205,BEJGEH_04765,GEGEGB_10235,ODDLKH_07265,LNHIMF_05425,ONMMKP_05765,IKCLMC_07800,PKJKAM_00630
pduS,pduS,cobalamin reductase PduS,AJBGEP_11070,HFCAGB_11575,BEJGEH_10360,GEGEGB_04370,ODDLKH_12745,LNHIMF_10675,ONMMKP_23975,IKCLMC_09775,PKJKAM_20555
nrfC,nrfC,cytochrome c nitrite reductase Fe-S protein,AJBGEP_22450,HFCAGB_22600,BEJGEH_21710,GEGEGB_22105,ODDLKH_00690,LNHIMF_21835,ONMMKP_12565,IKCLMC_05425,PKJKAM_06205
group_2856,,Outer membrane lipoprotein,AJBGEP_08810,HFCAGB_08040,BEJGEH_06980,GEGEGB_08350,ODDLKH_10815,LNHIMF_08690,ONMMKP_01830,IKCLMC_22480,PKJKAM_22560
yggU,yggU,UPF0235 protein YggU,AJBGEP_16380,HFCAGB_16660,BEJGEH_15585,GEGEGB_15865,ODDLKH_17690,LNHIMF_15740,ONMMKP_18785,IKCLMC_18775,PKJKAM_01435
group_2852,,Antitoxin,AJBGEP_18275,HFCAGB_18545,BEJGEH_17510,GEGEGB_21325,ODDLKH_19595,LNHIMF_17625,ONMMKP_16845,IKCLMC_14605,PKJKAM_19475
group_2851,ccmA,cytochrome c biogenesis heme-transporting ATPase CcmA,AJBGEP_20100,HFCAGB_20370,BEJGEH_19380,GEGEGB_19530,ODDLKH_21395,LNHIMF_11950,ONMMKP_22980,IKCLMC_12845,PKJKAM_17720
group_2850,,B3/B4 domain (DNA/RNA-binding domain of Phe-tRNA-synthetase),AJBGEP_08775,HFCAGB_08080,BEJGEH_07020,GEGEGB_08310,ODDLKH_10780,LNHIMF_08650,ONMMKP_01870,IKCLMC_22520,PKJKAM_22600
group_2849,,GFA family protein,AJBGEP_08660,HFCAGB_08195,BEJGEH_07140,GEGEGB_08165,ODDLKH_10665,LNHIMF_08530,ONMMKP_01985,IKCLMC_22635,PKJKAM_22715
ftsK,ftsK,DNA translocase FtsK,AJBGEP_04765,HFCAGB_05030,BEJGEH_04595,GEGEGB_10420,ODDLKH_07090,LNHIMF_05250,ONMMKP_05940,IKCLMC_07625,PKJKAM_04855
group_2848,dmsC,DMSO reductase anchor subunit DmsC,AJBGEP_07880,HFCAGB_08930,BEJGEH_07955,GEGEGB_07470,ODDLKH_09885,LNHIMF_07750,ONMMKP_02780,IKCLMC_23390,PKJKAM_23490
misL,;misL,Putative autotransported protein;intestinal colonization autotransporter adhesin MisL;putative autotransporter,AJBGEP_19775,HFCAGB_20065,BEJGEH_19055,GEGEGB_19875;GEGEGB_19880,ODDLKH_21075,LNHIMF_19035,ONMMKP_15425,IKCLMC_13145,PKJKAM_18050
ligB,ligB,NAD-dependent DNA ligase LigB,AJBGEP_19680,HFCAGB_19960,BEJGEH_18930,GEGEGB_19985;GEGEGB_19980,ODDLKH_20980,LNHIMF_18965,ONMMKP_15495,IKCLMC_13215,PKJKAM_18120
oadG1~~~oadG2,oadG1;oadG2;,Oxaloacetate decarboxylase gamma chain 1;Oxaloacetate decarboxylase gamma chain 2;putative oxaloacetate decarboxylase gamma chain,AJBGEP_17675,HFCAGB_17945,BEJGEH_16915,GEGEGB_17225,ODDLKH_18990,LNHIMF_17030,ONMMKP_17440,IKCLMC_17480,PKJKAM_08375
group_2845,,DUF2500 domain-containing protein,AJBGEP_18815,HFCAGB_19085,BEJGEH_18055,GEGEGB_20870,ODDLKH_20120,LNHIMF_18085,ONMMKP_16370,IKCLMC_14080,PKJKAM_18990
otnK,;otnK,Putative tRNA synthase;3-oxo-tetronate kinase,AJBGEP_15415,HFCAGB_15650,BEJGEH_14565,GEGEGB_14800,ODDLKH_16725,LNHIMF_14775,ONMMKP_19780,IKCLMC_19745,PKJKAM_12310
lplA,lplA,lipoate--protein ligase LplA,AJBGEP_23965,HFCAGB_24070,BEJGEH_23395,GEGEGB_24375,ODDLKH_02260,LNHIMF_23205,ONMMKP_11035,IKCLMC_16165,PKJKAM_10665
viuB,viuB,NADPH-dependent ferric siderophore reductase contains FAD-binding and SIP domains,AJBGEP_16965,HFCAGB_17240,BEJGEH_16210,GEGEGB_16480,ODDLKH_18265,LNHIMF_16340,ONMMKP_18120,IKCLMC_18195,PKJKAM_09095
yjjX,yjjX,inosine/xanthosine triphosphatase,AJBGEP_24005,HFCAGB_24110,BEJGEH_23435,GEGEGB_24415,ODDLKH_02300,LNHIMF_23245,ONMMKP_10995,IKCLMC_16125,PKJKAM_10625
ssaQ,ssaQ,SPI-2 type III secretion system cytoplasmic ring protein SsaQ,AJBGEP_07495,HFCAGB_09330,BEJGEH_08345,GEGEGB_06820,ODDLKH_09500,LNHIMF_07350,ONMMKP_03165,IKCLMC_23790,PKJKAM_03990
ubiK,ubiK,Ubiquinone biosynthesis accessory factor UbiK,AJBGEP_16865,HFCAGB_17140,BEJGEH_16110,GEGEGB_16380,ODDLKH_18165,LNHIMF_16240,ONMMKP_18220,IKCLMC_18295,PKJKAM_09395
group_2838,ydeI,putative periplasmic protein YdeI with OB-fold BOF family,AJBGEP_16770,HFCAGB_17045,BEJGEH_16000,GEGEGB_16285,ODDLKH_18070,LNHIMF_16135,ONMMKP_18315,IKCLMC_18390,PKJKAM_09490
nrfD,nrfD,cytochrome c nitrite reductase subunit NrfD,AJBGEP_22455,HFCAGB_22605,BEJGEH_21715,GEGEGB_22110,ODDLKH_00695,LNHIMF_21840,ONMMKP_12560,IKCLMC_05430,PKJKAM_06200
tctC,tctC,Tripartite-type tricarboxylate transporter extracytoplasmic receptor component TctC,AJBGEP_14730,HFCAGB_14950,BEJGEH_13870,GEGEGB_14125,ODDLKH_16040,LNHIMF_14105,ONMMKP_20470,IKCLMC_20425,PKJKAM_13005
group_2836,cysA,ABC-type sulfate/molybdate transport systems ATPase component,AJBGEP_16260,HFCAGB_16540,BEJGEH_15465,GEGEGB_15770,ODDLKH_17570,LNHIMF_15625,ONMMKP_18905,IKCLMC_18895,PKJKAM_01555
group_2834,,Inner membrane protein;Putative inner membrane protein,AJBGEP_19795,HFCAGB_20090,BEJGEH_19075,GEGEGB_19845,ODDLKH_21095,LNHIMF_19055,ONMMKP_15405,IKCLMC_13125,PKJKAM_18030
yihO,;yihO,MFS transporter;Putative sulfoquinovose importer,AJBGEP_21135,HFCAGB_21355,BEJGEH_20380,GEGEGB_18995,ODDLKH_22385,LNHIMF_20355,ONMMKP_13865,IKCLMC_03300,PKJKAM_07350
eptB,eptB,kdo(2)-lipid A phosphoethanolamine 7''-transferase,AJBGEP_19140,HFCAGB_19415,BEJGEH_18385,GEGEGB_20500,ODDLKH_20445,LNHIMF_18410,ONMMKP_16045,IKCLMC_13755,PKJKAM_18665
speC,;speC,ornithine decarboxylase;Ornithine decarboxylase;Constitutive ornithine decarboxylase,AJBGEP_16445,HFCAGB_16720,BEJGEH_15645,GEGEGB_15935;GEGEGB_15940,ODDLKH_17750,LNHIMF_15800,ONMMKP_18725,IKCLMC_18715,PKJKAM_00200
group_2825,agaS,Fructoselysine-6-P-deglycase FrlB or related protein duplicated sugar isomerase (SIS) domain,AJBGEP_18955,HFCAGB_19230,BEJGEH_18200,GEGEGB_20700,ODDLKH_20260,LNHIMF_18225,ONMMKP_16230,IKCLMC_13940,PKJKAM_18850
fliB,fliB,flagellin lysine-N-methylase,AJBGEP_10295,HFCAGB_06300,BEJGEH_05550,GEGEGB_04935;GEGEGB_04940,ODDLKH_12260,LNHIMF_10175,ONMMKP_00355,IKCLMC_20970,PKJKAM_21045
group_2823,,Periplasmic protein,AJBGEP_21410,HFCAGB_21630,BEJGEH_20675,GEGEGB_18710,ODDLKH_22660,LNHIMF_20630,ONMMKP_13585,IKCLMC_03580,PKJKAM_07070
group_2822,,PcfJ-like protein;Cytoplasmic protein,AJBGEP_11490,HFCAGB_12010,BEJGEH_10780,GEGEGB_03920;GEGEGB_03915,ODDLKH_13170,LNHIMF_11410,ONMMKP_23590,IKCLMC_09330,PKJKAM_20015
dLH,dLH;,Dienelactone hydrolase,AJBGEP_23610,HFCAGB_23695,BEJGEH_23100,GEGEGB_24060,ODDLKH_01905,LNHIMF_22900,ONMMKP_11350,IKCLMC_16540,PKJKAM_11015
yieH,yieH,6-phosphogluconate phosphatase,AJBGEP_20285,HFCAGB_20520,BEJGEH_19520,GEGEGB_19385,ODDLKH_21545,LNHIMF_19520,ONMMKP_14670,IKCLMC_12675,PKJKAM_17570
cobK~~~cbiJ,cobK;cbiJ,cobalt-precorrin-6A reductase,AJBGEP_10930,HFCAGB_11435,BEJGEH_10220,GEGEGB_04505,ODDLKH_12605,LNHIMF_10535,ONMMKP_24120,IKCLMC_09920,PKJKAM_20695
hutG,hutG,formimidoylglutamase,AJBGEP_04065,HFCAGB_04345,BEJGEH_03945,GEGEGB_11075,ODDLKH_06410,LNHIMF_04600,ONMMKP_06635,IKCLMC_06910,PKJKAM_05535
group_2818,;rbsK,Ribokinase;Sugar or nucleoside kinase ribokinase family,AJBGEP_07315,HFCAGB_09515,BEJGEH_08525,GEGEGB_06635;GEGEGB_06640,ODDLKH_09315,LNHIMF_07170,ONMMKP_03345,IKCLMC_23970,PKJKAM_04170
lysR~~~ybdO,lysR;ybdO,DNA-binding transcriptional regulator LysR family;Putative LysR-family transcriptional regulator YbdO,AJBGEP_03145,HFCAGB_03475,BEJGEH_03070,GEGEGB_11925,ODDLKH_05480,LNHIMF_03745,ONMMKP_07760,IKCLMC_12135,PKJKAM_15405
stbC~~~fimD,stbC;fimD,Fimbrial outer membrane usher protein StbC;fimbrial outer membrane usher protein,AJBGEP_01790,HFCAGB_01790,BEJGEH_01735,GEGEGB_13300;GEGEGB_13305,ODDLKH_04130,LNHIMF_01830,ONMMKP_09120,IKCLMC_10495,PKJKAM_17035
dacD,dacD,serine-type D-Ala-D-Ala carboxypeptidase DacD,AJBGEP_11115,HFCAGB_11620,BEJGEH_10405,GEGEGB_04320;GEGEGB_04325,ODDLKH_12790,LNHIMF_10720,ONMMKP_23930,IKCLMC_09730,PKJKAM_20510
sseG,sseG,type III secretion system effector SseG,AJBGEP_07430,HFCAGB_09395,BEJGEH_08410,GEGEGB_06755,ODDLKH_09430,LNHIMF_07285,ONMMKP_03230,IKCLMC_23855,PKJKAM_04055
yqcC,yqcC,DUF446 domain-containing protein,AJBGEP_15660,HFCAGB_15930,BEJGEH_14860,GEGEGB_15095,ODDLKH_16970,LNHIMF_15025,ONMMKP_19505,IKCLMC_19500,PKJKAM_12040
steC,steC,Secreted effector kinase SteC;SPI-2 type III secretion system effector kinase SteC,AJBGEP_08945,HFCAGB_07915,BEJGEH_06855,GEGEGB_08510,ODDLKH_10940,LNHIMF_08835,ONMMKP_01705,IKCLMC_22355,PKJKAM_22435
nadA,nadA,quinolinate synthase NadA,AJBGEP_03905,HFCAGB_04185,BEJGEH_03785,GEGEGB_11190,ODDLKH_06250,LNHIMF_04485,ONMMKP_07010,IKCLMC_00295,PKJKAM_02210
thiM,thiM,hydroxyethylthiazole kinase,AJBGEP_11565,HFCAGB_12080,BEJGEH_10910,GEGEGB_03790,ODDLKH_13245,LNHIMF_11480,ONMMKP_23485,IKCLMC_09220,PKJKAM_19940
group_2808,,Competence damage-inducible protein A;Molybdopterin-binding protein,AJBGEP_12295,HFCAGB_12760,BEJGEH_11570,GEGEGB_03085,ODDLKH_13975,LNHIMF_12140,ONMMKP_22800,IKCLMC_08550,PKJKAM_14915
group_2807,ydiV,Anti-FlhC(2)FlhD(4) factor YdiV,AJBGEP_08940,HFCAGB_07920,BEJGEH_06860,GEGEGB_08505,ODDLKH_10935,LNHIMF_08830,ONMMKP_01710,IKCLMC_22360,PKJKAM_22440
cbiQ,cbiQ,energy-coupling factor ABC transporter transmembrane protein,AJBGEP_10905,HFCAGB_11410,BEJGEH_10195,GEGEGB_04540,ODDLKH_12580,LNHIMF_10510,ONMMKP_24145,IKCLMC_09945,PKJKAM_20720
safD,safD,Pilin structural protein SafD,AJBGEP_01605,HFCAGB_01600,BEJGEH_01545,GEGEGB_13470,ODDLKH_03960,LNHIMF_01595,ONMMKP_09340,IKCLMC_10325,PKJKAM_17225
araD~~~ulaF,araD;ulaF,5-methylthioribulose/5-deoxyribulose/Fuculose 1-phosphate aldolase (methionine salvage sugar degradation);L-ribulose-5-phosphate 4-epimerase UlaF,AJBGEP_22995,HFCAGB_23130,BEJGEH_22325,GEGEGB_23425,ODDLKH_01295,LNHIMF_22430,ONMMKP_12015,IKCLMC_17115,PKJKAM_05665
panB,panB,3-methyl-2-oxobutanoate hydroxymethyltransferase,AJBGEP_00965,HFCAGB_00960,BEJGEH_01010,GEGEGB_00970,ODDLKH_03330,LNHIMF_00945,ONMMKP_09920,IKCLMC_15085,PKJKAM_03625
dhbA,dhbA,23-dihydro-23-dihydroxybenzoate dehydrogenase,AJBGEP_03105,HFCAGB_03430,BEJGEH_03030,GEGEGB_11965,ODDLKH_05440,LNHIMF_03705,ONMMKP_07800,IKCLMC_12095,PKJKAM_15445
sifA,sifA,SPI-2 type III secretion system effector SifA,AJBGEP_06130,HFCAGB_10380,BEJGEH_09355,GEGEGB_08970,ODDLKH_08160,LNHIMF_06335,ONMMKP_04570,IKCLMC_04350,PKJKAM_02620
group_2803,,DUF3251 domain-containing protein,AJBGEP_02170,HFCAGB_02190,BEJGEH_02110,GEGEGB_12905,ODDLKH_04510,LNHIMF_02200,ONMMKP_08725,IKCLMC_10880,PKJKAM_16655
group_2802,modA,molybdate ABC transporter substrate-binding protein,AJBGEP_16590,HFCAGB_16860,BEJGEH_15790,GEGEGB_16085,ODDLKH_17890,LNHIMF_15960,ONMMKP_18500,IKCLMC_18575,PKJKAM_09670
hemF,hemF,oxygen-dependent coproporphyrinogen oxidase,AJBGEP_13130,HFCAGB_13635,BEJGEH_12400,GEGEGB_02220,ODDLKH_14810,LNHIMF_12955,ONMMKP_21970,IKCLMC_06640,PKJKAM_14090
yihS,yihS,sulfoquinovose isomerase,AJBGEP_21155,HFCAGB_21375,BEJGEH_20405,GEGEGB_18975,ODDLKH_22405,LNHIMF_20375,ONMMKP_13840,IKCLMC_03325,PKJKAM_07325
prpR,;prpR,Propionate catabolism activator;propionate catabolism operon regulatory protein PrpR,AJBGEP_01930,HFCAGB_01935;HFCAGB_01940,BEJGEH_01880,GEGEGB_13165,ODDLKH_04270,LNHIMF_01970,ONMMKP_08970,IKCLMC_10635,PKJKAM_16895
group_2798,;citT,anion permease;Citrate carrier;citrate/succinate antiporter CitT,AJBGEP_03210,HFCAGB_03555;HFCAGB_03550,BEJGEH_03135,GEGEGB_11850,ODDLKH_05545,LNHIMF_03810,ONMMKP_07695,IKCLMC_12200,PKJKAM_15340
group_2797,citT,Di- and tricarboxylate antiporter,AJBGEP_17690,HFCAGB_17960,BEJGEH_16930,GEGEGB_17240,ODDLKH_19005,LNHIMF_17045,ONMMKP_17425,IKCLMC_17465,PKJKAM_08360
bla,bla,HARLDQ motif MBL-fold protein,AJBGEP_19670,HFCAGB_19950,BEJGEH_18920,GEGEGB_19995,ODDLKH_20970,LNHIMF_18955,ONMMKP_15505,IKCLMC_13225,PKJKAM_18130
lnt,lnt,apolipoprotein N-acyltransferase,AJBGEP_03455,HFCAGB_03805,BEJGEH_03385,GEGEGB_11635,ODDLKH_05800,LNHIMF_04025,ONMMKP_07450,IKCLMC_12445,PKJKAM_01780
dapB,dapB,4-hydroxy-tetrahydrodipicolinate reductase,AJBGEP_00330,HFCAGB_00340,BEJGEH_00335,GEGEGB_00345,ODDLKH_02710,LNHIMF_00330,ONMMKP_10590,IKCLMC_15715,PKJKAM_10210
glyS,glyS,Glycine--tRNA ligase beta subunit,AJBGEP_19250,HFCAGB_19525,BEJGEH_18490,GEGEGB_20425,ODDLKH_20550,LNHIMF_18490,ONMMKP_15935,IKCLMC_13645,PKJKAM_18555
cysA,cysA,sulfate/thiosulfate ABC transporter ATP-binding protein CysA,AJBGEP_13080,HFCAGB_13585,BEJGEH_12350,GEGEGB_02270,ODDLKH_14755,LNHIMF_12905,ONMMKP_22020,IKCLMC_06690,PKJKAM_14140
group_2792,,Copper resistance protein,AJBGEP_05555,HFCAGB_05805,BEJGEH_05080,GEGEGB_09560,ODDLKH_07585,LNHIMF_05730,ONMMKP_05145,IKCLMC_03040,PKJKAM_03175
mig14,mig-14,antimicrobial peptide resistance protein Mig-14,AJBGEP_14705,HFCAGB_14925,BEJGEH_13845,GEGEGB_14100,ODDLKH_16015,LNHIMF_14080,ONMMKP_20495,IKCLMC_20450,PKJKAM_13030
