Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,GCF_000022165.1,GCF_000020925.1,GCF_000020885.1,GCF_000007545.1,GCF_000170215.1,GCF_000020745.1,GCF_000171535.2,GCF_000171415.1,GCF_000171515.1
pphA,pphA,protein-serine/threonine phosphatase,9,9,1.0,1,6329,,,,651,885,677.0,AJBGEP_09730,HFCAGB_07125,BEJGEH_06065,GEGEGB_05455,ODDLKH_11720,LNHIMF_09620,ONMMKP_00920,IKCLMC_21565,PKJKAM_21645
tmcA,;tmcA,Putative ATP-dependent acetyltransferase;tRNA cytosine(34) acetyltransferase TmcA,9,10,1.1111111111111112,1,6328,,,,942,2019,1809.6,AJBGEP_13315,HFCAGB_13810,BEJGEH_12580;BEJGEH_12575,GEGEGB_02040,ODDLKH_14985,LNHIMF_13120,ONMMKP_21800,IKCLMC_06470,PKJKAM_13920
ompS1,ompS1;,porin OmpS1;Porin;Porin OmpS1,9,10,1.1111111111111112,1,6324,,,,399,1212,1052.7,AJBGEP_10480,HFCAGB_06105;HFCAGB_06110,BEJGEH_05360,GEGEGB_04740,ODDLKH_12450,LNHIMF_10360,ONMMKP_00170,IKCLMC_20780,PKJKAM_20855
group_2933,ybcI,DUF457 domain-containing protein,9,9,1.0,1,6323,,,,546,549,546.3333333333334,AJBGEP_02815,HFCAGB_02840,BEJGEH_02770,GEGEGB_12225,ODDLKH_05155,LNHIMF_02745,ONMMKP_08080,IKCLMC_11530,PKJKAM_16005
sifB,sifB,SPI-2 type III secretion system effector SifB,9,9,1.0,1,6317,,,,621,951,694.3333333333334,AJBGEP_08445,HFCAGB_08420,BEJGEH_07375,GEGEGB_07980,ODDLKH_10450,LNHIMF_08320,ONMMKP_02220,IKCLMC_22850,PKJKAM_22930
dusA,dusA,tRNA dihydrouridine(20/20a) synthase DusA,9,9,1.0,1,6313,,,,999,1038,1003.3333333333334,AJBGEP_22275,HFCAGB_22425,BEJGEH_21535,GEGEGB_21925,ODDLKH_00515,LNHIMF_21655,ONMMKP_12740,IKCLMC_05250,PKJKAM_06380
yjbF,yjbF,YjbF family lipoprotein,9,9,1.0,1,6311,,,,639,639,639.0,AJBGEP_22175,HFCAGB_22325,BEJGEH_21435,GEGEGB_21825,ODDLKH_00415,LNHIMF_21255,ONMMKP_12835,IKCLMC_05150,PKJKAM_06480
yciW,yciW,Alkylhydroperoxidase family enzyme contains CxxC motif,9,9,1.0,1,6310,,,,432,432,432.0,AJBGEP_14830,HFCAGB_15060,BEJGEH_13965,GEGEGB_14235,ODDLKH_16140,LNHIMF_14205,ONMMKP_20375,IKCLMC_20320,PKJKAM_12910
group_2924,pyrC,dihydroorotase,9,9,1.0,1,6309,,,,1047,1047,1047.0,AJBGEP_05820,HFCAGB_10695,BEJGEH_09660,GEGEGB_09290,ODDLKH_07850,LNHIMF_05995,ONMMKP_04880,IKCLMC_04040,PKJKAM_02895
group_2923,,Nitric oxide reductase,9,9,1.0,1,6308,,,,642,642,642.0,AJBGEP_06745,HFCAGB_10120,BEJGEH_09090,GEGEGB_06085,ODDLKH_08745,LNHIMF_06605,ONMMKP_04315,IKCLMC_24535,PKJKAM_02365
group_2921,araJ;,putative arabinose efflux permease AraJ MFS family;Permease,9,10,1.1111111111111112,1,6306,,,,306,1218,1096.5,AJBGEP_12250,HFCAGB_12715,BEJGEH_11525,GEGEGB_03130,ODDLKH_13930,LNHIMF_12095;LNHIMF_12090,ONMMKP_22845,IKCLMC_08595,PKJKAM_14960
group_2919,;araJ,Major facilitator superfamily (MFS) profile domain-containing protein;putative arabinose efflux permease AraJ MFS family,9,10,1.1111111111111112,1,6304,,,,294,1212,1089.0,AJBGEP_02005,HFCAGB_02020;HFCAGB_02015,BEJGEH_01955,GEGEGB_13090,ODDLKH_04345,LNHIMF_02045,ONMMKP_08895,IKCLMC_10715,PKJKAM_16820
ilvG,ilvG,acetolactate synthase 2 catalytic subunit,9,9,1.0,1,6303,,,,1647,1689,1651.6666666666667,AJBGEP_20530,HFCAGB_20765,BEJGEH_19765,GEGEGB_17915,ODDLKH_21785,LNHIMF_19760,ONMMKP_14430,IKCLMC_02685,PKJKAM_07920
napF,napF,ferredoxin-type protein NapF,9,9,1.0,1,6302,,,,492,492,492.0,AJBGEP_12150,HFCAGB_12615,BEJGEH_11425,GEGEGB_03250,ODDLKH_13830,LNHIMF_11985,ONMMKP_22945,IKCLMC_08695,PKJKAM_15060
truB,truB,tRNA pseudouridine(55) synthase TruB,9,9,1.0,1,6300,,,,945,945,945.0,AJBGEP_17310,HFCAGB_17585,BEJGEH_16555,GEGEGB_16870,ODDLKH_18635,LNHIMF_16675,ONMMKP_17785,IKCLMC_17835,PKJKAM_08735
group_2917,rcnA;,ABC-type nickel/cobalt efflux system permease component RcnA;nickel/cobalt efflux transporter;Nickel/cobalt efflux system,9,10,1.1111111111111112,1,6299,,,,318,915,765.6,AJBGEP_15980,HFCAGB_16250,BEJGEH_15180,GEGEGB_15440;GEGEGB_15445,ODDLKH_17295,LNHIMF_15345,ONMMKP_19185,IKCLMC_19180,PKJKAM_11720
pduM,pduM,microcompartment protein PduM;propanediol utilization microcompartment protein PduM,9,9,1.0,1,6297,,,,492,492,492.0,AJBGEP_11045,HFCAGB_11550,BEJGEH_10335,GEGEGB_04390,ODDLKH_12720,LNHIMF_10650,ONMMKP_24000,IKCLMC_09805,PKJKAM_20580
group_2913,,HTH araC/xylS-type domain-containing protein,9,9,1.0,1,6294,,,,504,789,757.3333333333334,AJBGEP_05405,HFCAGB_05655,BEJGEH_04935,GEGEGB_09715,ODDLKH_07435,LNHIMF_05580,ONMMKP_05295,IKCLMC_02890,PKJKAM_03325
group_2912,fixX,ferredoxin-like protein FixX,9,9,1.0,1,6292,,,,1287,1287,1287.0,AJBGEP_00405,HFCAGB_00400,BEJGEH_00400,GEGEGB_00405,ODDLKH_02775,LNHIMF_00395,ONMMKP_10530,IKCLMC_15655,PKJKAM_10145
group_2911,cadC1;,DNA-binding winged helix-turn-helix (wHTH) domain;Transcriptional regulator;Membrane protein,9,9,1.0,1,6291,,,,216,450,424.0,AJBGEP_00155,HFCAGB_00160,BEJGEH_00160,GEGEGB_00170,ODDLKH_02535,LNHIMF_00155,ONMMKP_10760,IKCLMC_15890,PKJKAM_10385
group_2910,;aes,GDXG family lipase;Acetyl esterase/lipase,9,9,1.0,1,6289,,,,930,930,930.0,AJBGEP_21210,HFCAGB_21430,BEJGEH_20460,GEGEGB_18920,ODDLKH_22460,LNHIMF_20430,ONMMKP_13785,IKCLMC_03380,PKJKAM_07270
yheT,;yheT,Putative hydrolase;AB hydrolase-1 domain-containing protein;hydrolase,9,10,1.1111111111111112,1,6288,,,,261,1023,914.7,AJBGEP_18230,HFCAGB_18500,BEJGEH_17465,GEGEGB_21380;GEGEGB_21375,ODDLKH_19550,LNHIMF_17580,ONMMKP_16890,IKCLMC_14650,PKJKAM_19520
proP,;proP,Proline/betaine transporter;glycine betaine/L-proline transporter ProP,9,9,1.0,1,6283,,,,786,1503,1423.3333333333333,AJBGEP_22505,HFCAGB_22655,BEJGEH_21770,GEGEGB_22160,ODDLKH_00745,LNHIMF_21890,ONMMKP_12510,IKCLMC_05480,PKJKAM_06150
group_2901,,Inner membrane protein,9,9,1.0,1,6277,,,,339,339,339.0,AJBGEP_22320,HFCAGB_22470,BEJGEH_21580,GEGEGB_21970,ODDLKH_00560,LNHIMF_21700,ONMMKP_12695,IKCLMC_05295,PKJKAM_06335
yfeJ,yfeJ,Putative glutamine amidotransferase-like protein YfeJ,9,9,1.0,1,6276,,,,720,720,720.0,AJBGEP_13060,HFCAGB_13565,BEJGEH_12330,GEGEGB_02285,ODDLKH_14740,LNHIMF_12890,ONMMKP_22040,IKCLMC_06710,PKJKAM_14155
blc,blc,Bacterial lipocalin Blc,9,9,1.0,1,6275,,,,534,534,534.0,AJBGEP_22750,HFCAGB_22885,BEJGEH_22080,GEGEGB_23185,ODDLKH_01050,LNHIMF_22195,ONMMKP_12260,IKCLMC_05730,PKJKAM_05910
sadB,;sadB,DUF3251 domain-containing protein;Inner membrane lipoprotein SadB,9,9,1.0,1,6274,,,,684,684,684.0,AJBGEP_19425,HFCAGB_19700,BEJGEH_18675,GEGEGB_20245,ODDLKH_20725,LNHIMF_18675,ONMMKP_15750,IKCLMC_13470,PKJKAM_18380
group_2900,,Metal-dependent hydrolase beta-lactamase superfamily II,9,9,1.0,1,6273,,,,798,798,798.0,AJBGEP_15580,HFCAGB_15820,BEJGEH_14745,GEGEGB_14970,ODDLKH_16890,LNHIMF_14940,ONMMKP_19615,IKCLMC_19580,PKJKAM_12145
group_2898,;sfsB,DNA-binding protein;Transcriptional regulator;putative transcriptional regulator lambda repressor-like DNA-binding domain,9,9,1.0,1,6271,,,,138,249,222.0,AJBGEP_12725,HFCAGB_13200,BEJGEH_12000,GEGEGB_02660,ODDLKH_14405,LNHIMF_12560,ONMMKP_22375,IKCLMC_08115,PKJKAM_14495
priC,;priC,Primosomal replication protein N;primosomal replication protein N'',9,9,1.0,1,6269,,,,393,516,502.3333333333333,AJBGEP_02505,HFCAGB_02530,BEJGEH_02450,GEGEGB_12540,ODDLKH_04845,LNHIMF_02530,ONMMKP_08390,IKCLMC_11220,PKJKAM_16315
prmC,prmC,peptide chain release factor N(5)-glutamine methyltransferase,9,9,1.0,1,6267,,,,834,834,834.0,AJBGEP_09335,HFCAGB_07520,BEJGEH_06465,GEGEGB_05860,ODDLKH_11330,LNHIMF_09230,ONMMKP_01310,IKCLMC_21965,PKJKAM_22035
group_2895,,YdgH/BhsA/McbA-like domain-containing protein;DUF1471 domain-containing protein,9,9,1.0,1,6266,,,,276,276,276.0,AJBGEP_23000,HFCAGB_23135,BEJGEH_22335,GEGEGB_23430,ODDLKH_01300,LNHIMF_22440,ONMMKP_12010,IKCLMC_17110,PKJKAM_05660
tonB,tonB,TonB system transport protein TonB,9,9,1.0,1,6265,,,,729,729,729.0,AJBGEP_09150,HFCAGB_07705,BEJGEH_06650,GEGEGB_08720,ODDLKH_11145,LNHIMF_09045,ONMMKP_01495,IKCLMC_22150,PKJKAM_22220
ybgE,ybgE,cyd operon protein YbgE,9,9,1.0,1,6264,,,,282,294,291.3333333333333,AJBGEP_03840,HFCAGB_04125,BEJGEH_03720,GEGEGB_11245,ODDLKH_06185,LNHIMF_04415,ONMMKP_07075,IKCLMC_01940,PKJKAM_02145
fliD,fliD,flagellar filament capping protein FliD,9,9,1.0,1,6262,,,,1404,1407,1404.6666666666667,AJBGEP_10305,HFCAGB_06290,BEJGEH_05540,GEGEGB_04925,ODDLKH_12270,LNHIMF_10185,ONMMKP_00345,IKCLMC_20960,PKJKAM_21035
pagN,pagN,Outer membrane protein PagN;adhesin/invasin protein PagN,9,9,1.0,1,6261,,,,660,720,713.3333333333334,AJBGEP_01625,HFCAGB_01620,BEJGEH_01575,GEGEGB_13410,ODDLKH_03975,LNHIMF_01660,ONMMKP_09285,IKCLMC_10340,PKJKAM_17210
sseD,sseD,SPI-2 type III secretion system translocon protein SseD,9,9,1.0,1,6260,,,,588,588,588.0,AJBGEP_07410,HFCAGB_09415,BEJGEH_08430,GEGEGB_06735,ODDLKH_09410,LNHIMF_07265,ONMMKP_03250,IKCLMC_23875,PKJKAM_04075
arfA,arfA,Stalled ribosome alternative rescue factor ArfA,9,9,1.0,1,6257,,,,270,270,270.0,AJBGEP_17975,HFCAGB_18250,BEJGEH_17210,GEGEGB_21635,ODDLKH_19295,LNHIMF_17325,ONMMKP_17145,IKCLMC_00720,PKJKAM_00560
yliI,yliI;,Soluble aldose sugar dehydrogenase yliI;Oxidoreductase;Glucose/arabinose dehydrogenase beta-propeller fold;Soluble aldose sugar dehydrogenase PQQ-dependent,9,14,1.5555555555555556,1,6256,,,,174,1122,497.57142857142856,AJBGEP_04450,HFCAGB_04725;HFCAGB_04730,BEJGEH_04275,GEGEGB_10725,ODDLKH_06780;ODDLKH_06785,LNHIMF_04955,ONMMKP_06250;ONMMKP_06255,IKCLMC_07320;IKCLMC_07315,PKJKAM_05155;PKJKAM_05160
sseF,sseF,type III secretion system effector SseF,9,9,1.0,1,6255,,,,783,783,783.0,AJBGEP_07425,HFCAGB_09400,BEJGEH_08415,GEGEGB_06750,ODDLKH_09425,LNHIMF_07280,ONMMKP_03235,IKCLMC_23860,PKJKAM_04060
tolA,;tolA,hypothetical protein;cell envelope integrity protein TolA,9,10,1.1111111111111112,1,6254,,,,90,1224,1055.1,AJBGEP_03860,HFCAGB_04145,BEJGEH_03740,GEGEGB_11225,ODDLKH_06205,LNHIMF_04440;LNHIMF_04435,ONMMKP_07055,IKCLMC_01920,PKJKAM_02165
group_2890,;yadH,ABC transporter permease;ABC-type multidrug transport system permease component,9,10,1.1111111111111112,1,6251,,,,462,1125,1025.1,AJBGEP_18870,HFCAGB_19140,BEJGEH_18110,GEGEGB_20810;GEGEGB_20815,ODDLKH_20175,LNHIMF_18140,ONMMKP_16315,IKCLMC_14025,PKJKAM_18935
group_2889,,Chitodextrinase,9,9,1.0,1,6250,,,,2100,2100,2100.0,AJBGEP_00095,HFCAGB_00100,BEJGEH_00100,GEGEGB_00095,ODDLKH_02475,LNHIMF_00095,ONMMKP_10820,IKCLMC_15950,PKJKAM_10445
pduL,pduL,Phosphate propanoyltransferase,9,9,1.0,1,6247,,,,633,633,633.0,AJBGEP_11040,HFCAGB_11545,BEJGEH_10330,GEGEGB_04395,ODDLKH_12715,LNHIMF_10645,ONMMKP_24005,IKCLMC_09810,PKJKAM_20585
group_2886,rarD,EamA family transporter RarD,9,9,1.0,1,6246,,,,885,897,893.0,AJBGEP_20805,HFCAGB_21025,BEJGEH_20050,GEGEGB_17625,ODDLKH_22055,LNHIMF_20025,ONMMKP_14170,IKCLMC_02425,PKJKAM_07655
group_2885,yehR,DUF1307 domain-containing protein,9,9,1.0,1,6245,,,,531,531,531.0,AJBGEP_11615,HFCAGB_12130,BEJGEH_10960,GEGEGB_03735,ODDLKH_13295,LNHIMF_11530,ONMMKP_23435,IKCLMC_09170,PKJKAM_19890
group_2884,,Cytoplasmic protein,9,9,1.0,1,6244,,,,174,174,174.0,AJBGEP_06630,HFCAGB_10240,BEJGEH_09205,GEGEGB_05970,ODDLKH_08630,LNHIMF_06490,ONMMKP_04430,IKCLMC_04845,PKJKAM_02480
group_2883,glxK;,Glycerate kinase,9,9,1.0,1,6243,,,,243,1140,940.6666666666666,AJBGEP_13350,HFCAGB_13845,BEJGEH_12615,GEGEGB_02005,ODDLKH_15020,LNHIMF_13155,ONMMKP_21765,IKCLMC_06435,PKJKAM_13885
sctE2~~~sseC,sctE2;sseC,type III secretion system translocon protein;SPI-2 type III secretion system translocon protein SseC,9,9,1.0,1,6242,,,,1455,1455,1455.0,AJBGEP_07405,HFCAGB_09420,BEJGEH_08435,GEGEGB_06730,ODDLKH_09405,LNHIMF_07260,ONMMKP_03255,IKCLMC_23880,PKJKAM_04080
group_2882,sseB,SPI-2 type III secretion system translocon protein SseB,9,9,1.0,1,6241,,,,591,591,591.0,AJBGEP_07395,HFCAGB_09430,BEJGEH_08445,GEGEGB_06720,ODDLKH_09395,LNHIMF_07250,ONMMKP_03265,IKCLMC_23890,PKJKAM_04090
sptP,sptP;,SPI-1 type III secretion system effector GTPase-activating protein SptP;Effector protein SptP;protein-tyrosine-phosphatase,9,10,1.1111111111111112,1,6239,,,,360,1632,1441.5,AJBGEP_15220,HFCAGB_15455,BEJGEH_14355,GEGEGB_14620,ODDLKH_16530,LNHIMF_14595,ONMMKP_19980;ONMMKP_19975,IKCLMC_19940,PKJKAM_12520
thiC,thiC,phosphomethylpyrimidine synthase ThiC,9,9,1.0,1,6238,,,,1896,1896,1896.0,AJBGEP_21880,HFCAGB_22120,BEJGEH_21120,GEGEGB_18260,ODDLKH_00110,LNHIMF_21060,ONMMKP_13135,IKCLMC_01195,PKJKAM_01060
lpxH,lpxH,UDP-23-diacylglucosamine diphosphatase,9,9,1.0,1,6235,,,,723,723,723.0,AJBGEP_02790,HFCAGB_02815,BEJGEH_02745,GEGEGB_12240,ODDLKH_05130,LNHIMF_02720,ONMMKP_08105,IKCLMC_11505,PKJKAM_16030
group_2876,,Cytoplasmic protein;Transcriptional regulator;hypothetical protein,9,9,1.0,1,6232,,,,132,132,132.0,AJBGEP_12155,HFCAGB_12620,BEJGEH_11430,GEGEGB_03245,ODDLKH_13835,LNHIMF_11990,ONMMKP_22940,IKCLMC_08690,PKJKAM_15055
rhtA,rhtA,threonine/homoserine exporter RhtA,9,9,1.0,1,6230,,,,861,888,885.0,AJBGEP_04290,HFCAGB_04560,BEJGEH_04160,GEGEGB_10845,ODDLKH_06620,LNHIMF_04805,ONMMKP_06425,IKCLMC_07155,PKJKAM_05325
thiL,thiL,thiamine-phosphate kinase,9,9,1.0,1,6229,,,,978,981,980.0,AJBGEP_02195,HFCAGB_02215,BEJGEH_02135,GEGEGB_12880,ODDLKH_04535,LNHIMF_02225,ONMMKP_08700,IKCLMC_10905,PKJKAM_16630
fimH,fimH,type I fimbriae minor fimbrial subunit FimH adhesin,9,9,1.0,1,6227,,,,1008,1008,1008.0,AJBGEP_02850,HFCAGB_02880,BEJGEH_02805,GEGEGB_12190,ODDLKH_05190,LNHIMF_02780,ONMMKP_08045,IKCLMC_11565,PKJKAM_15970
group_2869,ydeI,YdeI family stress tolerance OB fold protein,9,9,1.0,1,6220,,,,357,393,389.0,AJBGEP_07980,HFCAGB_08830,BEJGEH_07860,GEGEGB_07570,ODDLKH_09980,LNHIMF_07845,ONMMKP_02685,IKCLMC_23295,PKJKAM_23390
yoaI,yoaI,small membrane protein YoaI,9,9,1.0,1,6219,,,,102,123,108.33333333333333,AJBGEP_06790,HFCAGB_10075,BEJGEH_09045,GEGEGB_06140,ODDLKH_08790,LNHIMF_06650,ONMMKP_04270,IKCLMC_24490,PKJKAM_02320
siiA,;siiA,Inner membrane or exported protein;SPI-4 type I secretion system auxiliary protein SiiA,9,9,1.0,1,6218,,,,633,633,633.0,AJBGEP_22340,HFCAGB_22490,BEJGEH_21600,GEGEGB_21990,ODDLKH_00580,LNHIMF_21720,ONMMKP_12675,IKCLMC_05315,PKJKAM_06315
yfdX,yfdX,YfdX protein,9,9,1.0,1,6216,,,,633,633,633.0,AJBGEP_16015,HFCAGB_16285,BEJGEH_15230,GEGEGB_15480,ODDLKH_17330,LNHIMF_15380,ONMMKP_19150,IKCLMC_19145,PKJKAM_11685
group_2867,cadC1,DNA-binding winged helix-turn-helix (wHTH) domain,9,9,1.0,1,6215,,,,735,735,735.0,AJBGEP_01805,HFCAGB_01805,BEJGEH_01750,GEGEGB_13285,ODDLKH_04145,LNHIMF_01845,ONMMKP_09105,IKCLMC_10510,PKJKAM_17020
group_2866,,Putative cytoplasmic protein,9,9,1.0,1,6213,,,,705,705,705.0,AJBGEP_00105,HFCAGB_00110,BEJGEH_00110,GEGEGB_00110,ODDLKH_02485,LNHIMF_00105,ONMMKP_10810,IKCLMC_15940,PKJKAM_10435
mobB,mobB,molybdopterin-guanine dinucleotide biosynthesis protein MobB,9,9,1.0,1,6212,,,,531,531,531.0,AJBGEP_21000,HFCAGB_21220,BEJGEH_20245,GEGEGB_19140,ODDLKH_22250,LNHIMF_20220,ONMMKP_13975,IKCLMC_03165,PKJKAM_07460
group_2865,,Periplasmic or exported protein,9,9,1.0,1,6211,,,,810,810,810.0,AJBGEP_15045,HFCAGB_15280,BEJGEH_14180,GEGEGB_14455,ODDLKH_16355,LNHIMF_14420,ONMMKP_20160,IKCLMC_20115,PKJKAM_12695
ldtD,ldtD,LD-transpeptidase,9,9,1.0,1,6209,,,,1848,1851,1849.3333333333333,AJBGEP_04940,HFCAGB_05205,BEJGEH_04765,GEGEGB_10235,ODDLKH_07265,LNHIMF_05425,ONMMKP_05765,IKCLMC_07800,PKJKAM_00630
pduS,pduS,cobalamin reductase PduS,9,9,1.0,1,6208,,,,1356,1356,1356.0,AJBGEP_11070,HFCAGB_11575,BEJGEH_10360,GEGEGB_04370,ODDLKH_12745,LNHIMF_10675,ONMMKP_23975,IKCLMC_09775,PKJKAM_20555
nrfC,nrfC,cytochrome c nitrite reductase Fe-S protein,9,9,1.0,1,6201,,,,672,672,672.0,AJBGEP_22450,HFCAGB_22600,BEJGEH_21710,GEGEGB_22105,ODDLKH_00690,LNHIMF_21835,ONMMKP_12565,IKCLMC_05425,PKJKAM_06205
group_2856,,Outer membrane lipoprotein,9,9,1.0,1,6197,,,,237,237,237.0,AJBGEP_08810,HFCAGB_08040,BEJGEH_06980,GEGEGB_08350,ODDLKH_10815,LNHIMF_08690,ONMMKP_01830,IKCLMC_22480,PKJKAM_22560
yggU,yggU,UPF0235 protein YggU,9,9,1.0,1,6196,,,,291,291,291.0,AJBGEP_16380,HFCAGB_16660,BEJGEH_15585,GEGEGB_15865,ODDLKH_17690,LNHIMF_15740,ONMMKP_18785,IKCLMC_18775,PKJKAM_01435
group_2852,,Antitoxin,9,9,1.0,1,6192,,,,273,273,273.0,AJBGEP_18275,HFCAGB_18545,BEJGEH_17510,GEGEGB_21325,ODDLKH_19595,LNHIMF_17625,ONMMKP_16845,IKCLMC_14605,PKJKAM_19475
group_2851,ccmA,cytochrome c biogenesis heme-transporting ATPase CcmA,9,9,1.0,1,6191,,,,627,627,627.0,AJBGEP_20100,HFCAGB_20370,BEJGEH_19380,GEGEGB_19530,ODDLKH_21395,LNHIMF_11950,ONMMKP_22980,IKCLMC_12845,PKJKAM_17720
group_2850,,B3/B4 domain (DNA/RNA-binding domain of Phe-tRNA-synthetase),9,9,1.0,1,6190,,,,687,687,687.0,AJBGEP_08775,HFCAGB_08080,BEJGEH_07020,GEGEGB_08310,ODDLKH_10780,LNHIMF_08650,ONMMKP_01870,IKCLMC_22520,PKJKAM_22600
group_2849,,GFA family protein,9,9,1.0,1,6189,,,,450,450,450.0,AJBGEP_08660,HFCAGB_08195,BEJGEH_07140,GEGEGB_08165,ODDLKH_10665,LNHIMF_08530,ONMMKP_01985,IKCLMC_22635,PKJKAM_22715
ftsK,ftsK,DNA translocase FtsK,9,9,1.0,1,6188,,,,3966,4116,4073.3333333333335,AJBGEP_04765,HFCAGB_05030,BEJGEH_04595,GEGEGB_10420,ODDLKH_07090,LNHIMF_05250,ONMMKP_05940,IKCLMC_07625,PKJKAM_04855
group_2848,dmsC,DMSO reductase anchor subunit DmsC,9,9,1.0,1,6187,,,,855,858,857.3333333333334,AJBGEP_07880,HFCAGB_08930,BEJGEH_07955,GEGEGB_07470,ODDLKH_09885,LNHIMF_07750,ONMMKP_02780,IKCLMC_23390,PKJKAM_23490
misL,;misL,Putative autotransported protein;intestinal colonization autotransporter adhesin MisL;putative autotransporter,9,10,1.1111111111111112,1,6186,,,,684,2868,2576.4,AJBGEP_19775,HFCAGB_20065,BEJGEH_19055,GEGEGB_19875;GEGEGB_19880,ODDLKH_21075,LNHIMF_19035,ONMMKP_15425,IKCLMC_13145,PKJKAM_18050
ligB,ligB,NAD-dependent DNA ligase LigB,9,10,1.1111111111111112,1,6184,,,,330,1686,1516.5,AJBGEP_19680,HFCAGB_19960,BEJGEH_18930,GEGEGB_19985;GEGEGB_19980,ODDLKH_20980,LNHIMF_18965,ONMMKP_15495,IKCLMC_13215,PKJKAM_18120
oadG1~~~oadG2,oadG1;oadG2;,Oxaloacetate decarboxylase gamma chain 1;Oxaloacetate decarboxylase gamma chain 2;putative oxaloacetate decarboxylase gamma chain,9,9,1.0,1,6183,,,,243,255,246.33333333333334,AJBGEP_17675,HFCAGB_17945,BEJGEH_16915,GEGEGB_17225,ODDLKH_18990,LNHIMF_17030,ONMMKP_17440,IKCLMC_17480,PKJKAM_08375
group_2845,,DUF2500 domain-containing protein,9,9,1.0,1,6181,,,,372,372,372.0,AJBGEP_18815,HFCAGB_19085,BEJGEH_18055,GEGEGB_20870,ODDLKH_20120,LNHIMF_18085,ONMMKP_16370,IKCLMC_14080,PKJKAM_18990
otnK,;otnK,Putative tRNA synthase;3-oxo-tetronate kinase,9,9,1.0,1,6178,,,,822,1263,1214.0,AJBGEP_15415,HFCAGB_15650,BEJGEH_14565,GEGEGB_14800,ODDLKH_16725,LNHIMF_14775,ONMMKP_19780,IKCLMC_19745,PKJKAM_12310
lplA,lplA,lipoate--protein ligase LplA,9,9,1.0,1,6177,,,,1017,1017,1017.0,AJBGEP_23965,HFCAGB_24070,BEJGEH_23395,GEGEGB_24375,ODDLKH_02260,LNHIMF_23205,ONMMKP_11035,IKCLMC_16165,PKJKAM_10665
viuB,viuB,NADPH-dependent ferric siderophore reductase contains FAD-binding and SIP domains,9,9,1.0,1,6176,,,,768,768,768.0,AJBGEP_16965,HFCAGB_17240,BEJGEH_16210,GEGEGB_16480,ODDLKH_18265,LNHIMF_16340,ONMMKP_18120,IKCLMC_18195,PKJKAM_09095
yjjX,yjjX,inosine/xanthosine triphosphatase,9,9,1.0,1,6175,,,,336,516,496.0,AJBGEP_24005,HFCAGB_24110,BEJGEH_23435,GEGEGB_24415,ODDLKH_02300,LNHIMF_23245,ONMMKP_10995,IKCLMC_16125,PKJKAM_10625
ssaQ,ssaQ,SPI-2 type III secretion system cytoplasmic ring protein SsaQ,9,9,1.0,1,6173,,,,969,969,969.0,AJBGEP_07495,HFCAGB_09330,BEJGEH_08345,GEGEGB_06820,ODDLKH_09500,LNHIMF_07350,ONMMKP_03165,IKCLMC_23790,PKJKAM_03990
ubiK,ubiK,Ubiquinone biosynthesis accessory factor UbiK,9,9,1.0,1,6170,,,,297,300,299.6666666666667,AJBGEP_16865,HFCAGB_17140,BEJGEH_16110,GEGEGB_16380,ODDLKH_18165,LNHIMF_16240,ONMMKP_18220,IKCLMC_18295,PKJKAM_09395
group_2838,ydeI,putative periplasmic protein YdeI with OB-fold BOF family,9,9,1.0,1,6168,,,,393,393,393.0,AJBGEP_16770,HFCAGB_17045,BEJGEH_16000,GEGEGB_16285,ODDLKH_18070,LNHIMF_16135,ONMMKP_18315,IKCLMC_18390,PKJKAM_09490
nrfD,nrfD,cytochrome c nitrite reductase subunit NrfD,9,9,1.0,1,6167,,,,957,957,957.0,AJBGEP_22455,HFCAGB_22605,BEJGEH_21715,GEGEGB_22110,ODDLKH_00695,LNHIMF_21840,ONMMKP_12560,IKCLMC_05430,PKJKAM_06200
tctC,tctC,Tripartite-type tricarboxylate transporter extracytoplasmic receptor component TctC,9,9,1.0,1,6164,,,,810,978,959.3333333333334,AJBGEP_14730,HFCAGB_14950,BEJGEH_13870,GEGEGB_14125,ODDLKH_16040,LNHIMF_14105,ONMMKP_20470,IKCLMC_20425,PKJKAM_13005
group_2836,cysA,ABC-type sulfate/molybdate transport systems ATPase component,9,9,1.0,1,6163,,,,657,690,660.6666666666666,AJBGEP_16260,HFCAGB_16540,BEJGEH_15465,GEGEGB_15770,ODDLKH_17570,LNHIMF_15625,ONMMKP_18905,IKCLMC_18895,PKJKAM_01555
group_2834,,Inner membrane protein;Putative inner membrane protein,9,9,1.0,1,6161,,,,426,501,476.3333333333333,AJBGEP_19795,HFCAGB_20090,BEJGEH_19075,GEGEGB_19845,ODDLKH_21095,LNHIMF_19055,ONMMKP_15405,IKCLMC_13125,PKJKAM_18030
yihO,;yihO,MFS transporter;Putative sulfoquinovose importer,9,9,1.0,1,6158,,,,1419,1422,1420.6666666666667,AJBGEP_21135,HFCAGB_21355,BEJGEH_20380,GEGEGB_18995,ODDLKH_22385,LNHIMF_20355,ONMMKP_13865,IKCLMC_03300,PKJKAM_07350
