"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000022165.1","GCF_000020925.1","GCF_000020885.1","GCF_000007545.1","GCF_000170215.1","GCF_000020745.1","GCF_000171535.2","GCF_000171415.1","GCF_000171515.1"
"AJBGEP_03765","persistent","Uncharacterized membrane protein AbrB, regulator of aidB expression","9","9","1.0","NA","NA","","","","1046","1046","1046.0","AJBGEP_03765","HFCAGB_04055","BEJGEH_03645","GEGEGB_11315","ODDLKH_06110","LNHIMF_04345","ONMMKP_07150","IKCLMC_02015","PKJKAM_02070"
"AJBGEP_03770","persistent","citrate synthase","9","9","1.0","NA","NA","","","","1283","1283","1283.0","AJBGEP_03770","HFCAGB_04060","BEJGEH_03650","GEGEGB_11310","ODDLKH_06115","LNHIMF_04350","ONMMKP_07145","IKCLMC_02010","PKJKAM_02075"
"AJBGEP_03780","persistent","succinate dehydrogenase cytochrome b556 subunit","9","9","1.0","NA","NA","","","","404","404","404.0","AJBGEP_03780","HFCAGB_04065","BEJGEH_03660","GEGEGB_11305","ODDLKH_06125","LNHIMF_04355","ONMMKP_07135","IKCLMC_02000","PKJKAM_02085"
"AJBGEP_03785","persistent","succinate dehydrogenase membrane anchor subunit","9","9","1.0","NA","NA","","","","347","347","347.0","AJBGEP_03785","HFCAGB_04070","BEJGEH_03665","GEGEGB_11300","ODDLKH_06130","LNHIMF_04360","ONMMKP_07130","IKCLMC_01995","PKJKAM_02090"
"AJBGEP_03790","persistent","succinate dehydrogenase flavoprotein subunit","9","9","1.0","NA","NA","","","","1766","1766","1766.0","AJBGEP_03790","HFCAGB_04075","BEJGEH_03670","GEGEGB_11295","ODDLKH_06135","LNHIMF_04365","ONMMKP_07125","IKCLMC_01990","PKJKAM_02095"
"AJBGEP_03795","persistent","succinate dehydrogenase iron-sulfur subunit SdhB","9","9","1.0","NA","NA","","","","716","716","716.0","AJBGEP_03795","HFCAGB_04080","BEJGEH_03675","GEGEGB_11290","ODDLKH_06140","LNHIMF_04370","ONMMKP_07120","IKCLMC_01985","PKJKAM_02100"
"AJBGEP_03805","persistent","2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase","9","9","1.0","NA","NA","","","","1208","1208","1208.0","AJBGEP_03805","HFCAGB_04090","BEJGEH_03685","GEGEGB_11280","ODDLKH_06150","LNHIMF_04380","ONMMKP_07110","IKCLMC_01975","PKJKAM_02110"
"AJBGEP_03810","persistent","ADP-forming succinate--CoA ligase subunit beta","9","9","1.0","NA","NA","","","","1166","1166","1166.0","AJBGEP_03810","HFCAGB_04095","BEJGEH_03690","GEGEGB_11275","ODDLKH_06155","LNHIMF_04385","ONMMKP_07105","IKCLMC_01970","PKJKAM_02115"
"AJBGEP_03815","persistent","succinate--CoA ligase subunit alpha","9","9","1.0","NA","NA","","","","869","869","869.0","AJBGEP_03815","HFCAGB_04100","BEJGEH_03695","GEGEGB_11270","ODDLKH_06160","LNHIMF_04390","ONMMKP_07100","IKCLMC_01965","PKJKAM_02120"
"AJBGEP_03825","persistent","cytochrome ubiquinol oxidase subunit I","9","9","1.0","NA","NA","","","","1568","1568","1568.0","AJBGEP_03825","HFCAGB_04110","BEJGEH_03705","GEGEGB_11260","ODDLKH_06170","LNHIMF_04400","ONMMKP_07090","IKCLMC_01955","PKJKAM_02130"
"AJBGEP_03830","persistent","cytochrome d ubiquinol oxidase subunit II","9","9","1.0","NA","NA","","","","1139","1139","1139.0","AJBGEP_03830","HFCAGB_04115","BEJGEH_03710","GEGEGB_11255","ODDLKH_06175","LNHIMF_04405","ONMMKP_07085","IKCLMC_01950","PKJKAM_02135"
"AJBGEP_03835","persistent","cytochrome bd-I oxidase subunit CydX","9","9","1.0","NA","NA","","","","113","113","113.0","AJBGEP_03835","HFCAGB_04120","BEJGEH_03715","GEGEGB_11250","ODDLKH_06180","LNHIMF_04410","ONMMKP_07080","IKCLMC_01945","PKJKAM_02140"
"AJBGEP_03845","persistent","tol-pal system-associated acyl-CoA thioesterase","9","9","1.0","NA","NA","","","","404","404","404.0","AJBGEP_03845","HFCAGB_04130","BEJGEH_03725","GEGEGB_11240","ODDLKH_06190","LNHIMF_04420","ONMMKP_07070","IKCLMC_01935","PKJKAM_02150"
"AJBGEP_03850","persistent","Tol-Pal system protein TolQ","9","9","1.0","NA","NA","","","","692","692","692.0","AJBGEP_03850","HFCAGB_04135","BEJGEH_03730","GEGEGB_11235","ODDLKH_06195","LNHIMF_04425","ONMMKP_07065","IKCLMC_01930","PKJKAM_02155"
"AJBGEP_03855","persistent","colicin uptake protein TolR","9","9","1.0","NA","NA","","","","428","428","428.0","AJBGEP_03855","HFCAGB_04140","BEJGEH_03735","GEGEGB_11230","ODDLKH_06200","LNHIMF_04430","ONMMKP_07060","IKCLMC_01925","PKJKAM_02160"
"AJBGEP_03860","persistent","cell envelope integrity protein TolA","9","9","1.0","NA","NA","","","","89","1223","1056.67","AJBGEP_03860","HFCAGB_04145","BEJGEH_03740","GEGEGB_11225","ODDLKH_06205","LNHIMF_04440","ONMMKP_07055","IKCLMC_01920","PKJKAM_02165"
"AJBGEP_03865","persistent","Tol-Pal system protein TolB","9","9","1.0","NA","NA","","","","1292","1292","1292.0","AJBGEP_03865","HFCAGB_04150","BEJGEH_03745","GEGEGB_11220","ODDLKH_06210","LNHIMF_04445","ONMMKP_07050","IKCLMC_01915","PKJKAM_02170"
"AJBGEP_03870","persistent","peptidoglycan-associated lipoprotein Pal","9","9","1.0","NA","NA","","","","524","524","524.0","AJBGEP_03870","HFCAGB_04155","BEJGEH_03750","GEGEGB_11215","ODDLKH_06215","LNHIMF_04450","ONMMKP_07045","IKCLMC_01910","PKJKAM_02175"
"AJBGEP_03875","persistent","cell division protein CpoB","9","9","1.0","NA","NA","","","","788","788","788.0","AJBGEP_03875","HFCAGB_04160","BEJGEH_03755","GEGEGB_11210","ODDLKH_06220","LNHIMF_04455","ONMMKP_07040","IKCLMC_01905","PKJKAM_02180"
"AJBGEP_03905","persistent","quinolinate synthase NadA","9","9","1.0","NA","NA","","","","1043","1043","1043.0","AJBGEP_03905","HFCAGB_04185","BEJGEH_03785","GEGEGB_11190","ODDLKH_06250","LNHIMF_04485","ONMMKP_07010","IKCLMC_00295","PKJKAM_02210"
"AJBGEP_03910","persistent","nicotinamide riboside transporter PnuC","9","9","1.0","NA","NA","","","","719","719","719.0","AJBGEP_03910","HFCAGB_04190","BEJGEH_03790","GEGEGB_11185","ODDLKH_06255","LNHIMF_04490","ONMMKP_07005","IKCLMC_00290","PKJKAM_02215"
"AJBGEP_03920","persistent","Uncharacterized protein YbgS","9","9","1.0","NA","NA","","","","386","386","386.0","AJBGEP_03920","HFCAGB_04200","BEJGEH_03800","GEGEGB_11175","ODDLKH_06265","LNHIMF_04500","ONMMKP_06995","IKCLMC_00280","PKJKAM_02225"
"AJBGEP_03925","persistent","3-deoxy-7-phosphoheptulonate synthase AroG","9","9","1.0","NA","NA","","","","1052","1052","1052.0","AJBGEP_03925","HFCAGB_04205","BEJGEH_03805","GEGEGB_11170","ODDLKH_06270","LNHIMF_04505","ONMMKP_06990","IKCLMC_00275","PKJKAM_02230"
"AJBGEP_03935","persistent","fumarate hydratase","7","7","1.0","NA","NA","","","","845","845","845.0","AJBGEP_03935","HFCAGB_04215","BEJGEH_03815","","ODDLKH_06280","","ONMMKP_06980","IKCLMC_00265","PKJKAM_02240"
"AJBGEP_03945","persistent","DNA-binding transcriptional regulator, LysR family","7","7","1.0","NA","NA","","","","926","926","926.0","AJBGEP_03945","HFCAGB_04225","BEJGEH_03825","","ODDLKH_06290","","ONMMKP_06970","IKCLMC_00255","PKJKAM_02250"
"AJBGEP_03950","persistent","Di- and tricarboxylate antiporter","7","7","1.0","NA","NA","","","","1268","1268","1268.0","AJBGEP_03950","HFCAGB_04230","BEJGEH_03830","","ODDLKH_06295","","ONMMKP_06965","IKCLMC_00250","PKJKAM_02255"
"AJBGEP_03975","persistent","ABC-type Fe3+-siderophore transport system, permease component","9","9","1.0","NA","NA","","","","1079","1079","1079.0","AJBGEP_03975","HFCAGB_04255","BEJGEH_03855","GEGEGB_11165","ODDLKH_06320","LNHIMF_04510","ONMMKP_06940","IKCLMC_06820","PKJKAM_05625"
"AJBGEP_03985","persistent","2,3-diphosphoglycerate-dependent phosphoglycerate mutase","9","9","1.0","NA","NA","","","","752","752","752.0","AJBGEP_03985","HFCAGB_04265","BEJGEH_03865","GEGEGB_11155","ODDLKH_06330","LNHIMF_04520","ONMMKP_06930","IKCLMC_06830","PKJKAM_05615"
"AJBGEP_03990","persistent","galactose-1-epimerase","9","9","1.0","NA","NA","","","","1040","1040","1040.0","AJBGEP_03990","HFCAGB_04270","BEJGEH_03870","GEGEGB_11150","ODDLKH_06335","LNHIMF_04525","ONMMKP_06925","IKCLMC_06835","PKJKAM_05610"
"AJBGEP_04000","persistent","galactose-1-phosphate uridylyltransferase","9","9","1.0","NA","NA","","","","1046","1046","1046.0","AJBGEP_04000","HFCAGB_04280","BEJGEH_03880","GEGEGB_11140","ODDLKH_06345","LNHIMF_04535","ONMMKP_06915","IKCLMC_06845","PKJKAM_05600"
"AJBGEP_04005","persistent","UDP-glucose 4-epimerase GalE","9","9","1.0","NA","NA","","","","1016","1016","1016.0","AJBGEP_04005","HFCAGB_04285","BEJGEH_03885","GEGEGB_11135","ODDLKH_06350","LNHIMF_04540","ONMMKP_06910","IKCLMC_06850","PKJKAM_05595"
"AJBGEP_04010","persistent","Uncharacterized membrane-anchored protein","9","9","1.0","NA","NA","","","","908","908","908.0","AJBGEP_04010","HFCAGB_04290","BEJGEH_03890","GEGEGB_11130","ODDLKH_06355","LNHIMF_04545","ONMMKP_06905","IKCLMC_06855","PKJKAM_05590"
"AJBGEP_04025","persistent","Multidrug efflux pump accessory protein AcrZ","8","8","1.0","NA","NA","","","","149","149","149.0","AJBGEP_04025","HFCAGB_04305","BEJGEH_03905","GEGEGB_11115","ODDLKH_06370","LNHIMF_04560","","IKCLMC_06870","PKJKAM_05575"
"AJBGEP_04035","persistent","molybdate ABC transporter permease subunit","9","9","1.0","NA","NA","","","","689","689","689.0","AJBGEP_04035","HFCAGB_04315","BEJGEH_03915","GEGEGB_11105","ODDLKH_06380","LNHIMF_04570","ONMMKP_06880","IKCLMC_06880","PKJKAM_05565"
"AJBGEP_04040","persistent","molybdenum ABC transporter ATP-binding protein ModC","9","9","1.0","NA","NA","","","","1058","1058","1058.0","AJBGEP_04040","HFCAGB_04320","BEJGEH_03920","GEGEGB_11100","ODDLKH_06385","LNHIMF_04575","ONMMKP_06875","IKCLMC_06885","PKJKAM_05560"
"AJBGEP_04045","persistent","pyridoxal phosphatase","9","10","1.11","NA","NA","","","","242","818","735.2","AJBGEP_04045","HFCAGB_04325","BEJGEH_03925","GEGEGB_11095","ODDLKH_06390","LNHIMF_04580","ONMMKP_06655" "ONMMKP_06870","IKCLMC_06890","PKJKAM_05555"
"AJBGEP_04050","persistent","6-phosphogluconolactonase","9","9","1.0","NA","NA","","","","995","995","995.0","AJBGEP_04050","HFCAGB_04330","BEJGEH_03930","GEGEGB_11090","ODDLKH_06395","LNHIMF_04585","ONMMKP_06650","IKCLMC_06895","PKJKAM_05550"
"AJBGEP_04055","persistent","putative acyl-CoA thioester hydrolase","9","9","1.0","NA","NA","","","","1283","1283","1283.0","AJBGEP_04055","HFCAGB_04335","BEJGEH_03935","GEGEGB_11085","ODDLKH_06400","LNHIMF_04590","ONMMKP_06645","IKCLMC_06900","PKJKAM_05545"
"AJBGEP_04065","persistent","formimidoylglutamase","9","9","1.0","NA","NA","","","","941","953","942.33","AJBGEP_04065","HFCAGB_04345","BEJGEH_03945","GEGEGB_11075","ODDLKH_06410","LNHIMF_04600","ONMMKP_06635","IKCLMC_06910","PKJKAM_05535"
"AJBGEP_04075","persistent","urocanate hydratase","9","9","1.0","NA","NA","","","","1685","1685","1685.0","AJBGEP_04075","HFCAGB_04355","BEJGEH_03955","GEGEGB_11065","ODDLKH_06420","LNHIMF_04610","ONMMKP_06625","IKCLMC_06920","PKJKAM_05525"
"AJBGEP_04080","persistent","histidine ammonia-lyase","9","9","1.0","NA","NA","","","","1520","1520","1520.0","AJBGEP_04080","HFCAGB_04360","BEJGEH_03960","GEGEGB_11060","ODDLKH_06425","LNHIMF_04615","ONMMKP_06620","IKCLMC_06925","PKJKAM_05520"
"AJBGEP_04085","persistent","kinase inhibitor","9","9","1.0","NA","NA","","","","476","476","476.0","AJBGEP_04085","HFCAGB_04365","BEJGEH_03965","GEGEGB_11055","ODDLKH_06430","LNHIMF_04620","ONMMKP_06615","IKCLMC_06930","PKJKAM_05515"
"AJBGEP_04090","persistent","adenosylmethionine--8-amino-7-oxononanoate transaminase","9","9","1.0","NA","NA","","","","1289","1298","1290.0","AJBGEP_04090","HFCAGB_04370","BEJGEH_03970","GEGEGB_11050","ODDLKH_06435","LNHIMF_04625","ONMMKP_06610","IKCLMC_06935","PKJKAM_05510"
"AJBGEP_04095","persistent","biotin synthase BioB","9","9","1.0","NA","NA","","","","1040","1040","1040.0","AJBGEP_04095","HFCAGB_04375","BEJGEH_03975","GEGEGB_11045","ODDLKH_06440","LNHIMF_04630","ONMMKP_06605","IKCLMC_06940","PKJKAM_05505"
"AJBGEP_04100","persistent","8-amino-7-oxononanoate synthase","9","9","1.0","NA","NA","","","","1157","1157","1157.0","AJBGEP_04100","HFCAGB_04380","BEJGEH_03980","GEGEGB_11040","ODDLKH_06445","LNHIMF_04635","ONMMKP_06600","IKCLMC_06945","PKJKAM_05500"
"AJBGEP_04105","persistent","malonyl-ACP O-methyltransferase BioC","9","9","1.0","NA","NA","","","","755","755","755.0","AJBGEP_04105","HFCAGB_04385","BEJGEH_03985","GEGEGB_11035","ODDLKH_06450","LNHIMF_04640","ONMMKP_06595","IKCLMC_06950","PKJKAM_05495"
"AJBGEP_04110","persistent","dethiobiotin synthase","9","9","1.0","NA","NA","","","","686","686","686.0","AJBGEP_04110","HFCAGB_04390","BEJGEH_03990","GEGEGB_11030","ODDLKH_06455","LNHIMF_04645","ONMMKP_06590","IKCLMC_06955","PKJKAM_05490"
"AJBGEP_04115","persistent","excinuclease ABC subunit UvrB","9","9","1.0","NA","NA","","","","2021","2021","2021.0","AJBGEP_04115","HFCAGB_04395","BEJGEH_03995","GEGEGB_11025","ODDLKH_06460","LNHIMF_04650","ONMMKP_06585","IKCLMC_06960","PKJKAM_05485"
"AJBGEP_04125","persistent","Putative gluconeogenesis factor","9","9","1.0","NA","NA","","","","908","908","908.0","AJBGEP_04125","HFCAGB_04405","BEJGEH_04005","GEGEGB_11010","ODDLKH_06470","LNHIMF_04660","ONMMKP_06575","IKCLMC_06970","PKJKAM_05475"
"AJBGEP_04130","persistent","GTP 3',8-cyclase MoaA","9","9","1.0","NA","NA","","","","1022","1022","1022.0","AJBGEP_04130","HFCAGB_04410","BEJGEH_04010","GEGEGB_11005","ODDLKH_06475","LNHIMF_04665","ONMMKP_06570","IKCLMC_06975","PKJKAM_05470"
"AJBGEP_04135","persistent","molybdenum cofactor biosynthesis protein B","9","9","1.0","NA","NA","","","","512","512","512.0","AJBGEP_04135","HFCAGB_04415","BEJGEH_04015","GEGEGB_11000","ODDLKH_06480","LNHIMF_04670","ONMMKP_06565","IKCLMC_06980","PKJKAM_05465"
"AJBGEP_04140","persistent","Cyclic pyranopterin monophosphate synthase","9","9","1.0","NA","NA","","","","443","443","443.0","AJBGEP_04140","HFCAGB_04420","BEJGEH_04020","GEGEGB_10995","ODDLKH_06485","LNHIMF_04675","ONMMKP_06560","IKCLMC_06985","PKJKAM_05460"
"AJBGEP_04145","persistent","molybdopterin synthase sulfur carrier subunit","9","9","1.0","NA","NA","","","","245","245","245.0","AJBGEP_04145","HFCAGB_04425","BEJGEH_04025","GEGEGB_10990","ODDLKH_06490","LNHIMF_04680","ONMMKP_06555","IKCLMC_06990","PKJKAM_05455"
"AJBGEP_04150","persistent","molybdopterin synthase catalytic subunit MoaE","9","9","1.0","NA","NA","","","","452","452","452.0","AJBGEP_04150","HFCAGB_04430","BEJGEH_04030","GEGEGB_10985","ODDLKH_06495","LNHIMF_04685","ONMMKP_06550","IKCLMC_06995","PKJKAM_05450"
"AJBGEP_04155","persistent","Integral membrane protein YbhL, putative Ca2+ regulator, Bax inhibitor (BI-1)/TMBIM family","9","9","1.0","NA","NA","","","","341","704","663.67","AJBGEP_04155","HFCAGB_04435","BEJGEH_04035","GEGEGB_10975","ODDLKH_06500","LNHIMF_04690","ONMMKP_06545","IKCLMC_07000","PKJKAM_05445"
"AJBGEP_04175","persistent","Integral membrane protein","8","8","1.0","NA","NA","","","","521","521","521.0","AJBGEP_04175","HFCAGB_04440","BEJGEH_04040","GEGEGB_10970","","LNHIMF_04695","ONMMKP_06540","IKCLMC_07005","PKJKAM_05440"
"AJBGEP_04180","persistent","Inner membrane protein","8","8","1.0","NA","NA","","","","257","602","558.88","AJBGEP_04180","HFCAGB_04445","BEJGEH_04045","GEGEGB_10965","ODDLKH_06510","","ONMMKP_06535","IKCLMC_07010","PKJKAM_05435"
"AJBGEP_04185","persistent","Inner membrane protein","8","8","1.0","NA","NA","","","","242","560","499.25","AJBGEP_04185","HFCAGB_04455","BEJGEH_04050","","ODDLKH_06515","LNHIMF_04700","ONMMKP_06530","IKCLMC_07015","PKJKAM_05430"
"AJBGEP_04195","persistent","cardiolipin synthase ClsB","9","9","1.0","NA","NA","","","","1241","1241","1241.0","AJBGEP_04195","HFCAGB_04465","BEJGEH_04060","GEGEGB_10955","ODDLKH_06525","LNHIMF_04710","ONMMKP_06520","IKCLMC_07025","PKJKAM_05420"
"AJBGEP_04200","persistent","Metal-dependent hydrolase, endonuclease/exonuclease/phosphatase family","9","9","1.0","NA","NA","","","","758","758","758.0","AJBGEP_04200","HFCAGB_04470","BEJGEH_04065","GEGEGB_10950","ODDLKH_06530","LNHIMF_04715","ONMMKP_06515","IKCLMC_07030","PKJKAM_05415"
"AJBGEP_04205","persistent","Inner membrane protein YbhQ","9","9","1.0","NA","NA","","","","410","410","410.0","AJBGEP_04205","HFCAGB_04475","BEJGEH_04070","GEGEGB_10945","ODDLKH_06535","LNHIMF_04720","ONMMKP_06510","IKCLMC_07035","PKJKAM_05410"
"AJBGEP_04210","persistent","putative multidrug ABC transporter permease YbhR","9","9","1.0","NA","NA","","","","1106","1106","1106.0","AJBGEP_04210","HFCAGB_04480","BEJGEH_04075","GEGEGB_10940","ODDLKH_06540","LNHIMF_04725","ONMMKP_06505","IKCLMC_07040","PKJKAM_05405"
"AJBGEP_04215","persistent","ABC-type multidrug transport system, permease component","9","9","1.0","NA","NA","","","","1130","1130","1130.0","AJBGEP_04215","HFCAGB_04485","BEJGEH_04080","GEGEGB_10935","ODDLKH_06545","LNHIMF_04730","ONMMKP_06500","IKCLMC_07045","PKJKAM_05400"
"AJBGEP_04220","persistent","LPS export ABC transporter ATP-binding protein","9","9","1.0","NA","NA","","","","1736","1736","1736.0","AJBGEP_04220","HFCAGB_04490","BEJGEH_04085","GEGEGB_10930","ODDLKH_06550","LNHIMF_04735","ONMMKP_06495","IKCLMC_07050","PKJKAM_05395"
"AJBGEP_04225","persistent","secretion protein HlyD","9","9","1.0","NA","NA","","","","995","995","995.0","AJBGEP_04225","HFCAGB_04495","BEJGEH_04090","GEGEGB_10925","ODDLKH_06555","LNHIMF_04740","ONMMKP_06490","IKCLMC_07055","PKJKAM_05390"
"AJBGEP_05265","cloud","Transposase","3","3","1.0","NA","NA","","","","248","248","248.0","AJBGEP_05265","HFCAGB_05510","","","","","","IKCLMC_02750",""
"AJBGEP_05275","cloud","Virulence protein","3","3","1.0","NA","NA","","","","686","686","686.0","AJBGEP_05275","HFCAGB_05525","","","","","","IKCLMC_02760",""
"AJBGEP_05280","cloud","DinI family protein","3","3","1.0","NA","NA","","","","254","254","254.0","AJBGEP_05280","HFCAGB_05530","","","","","","IKCLMC_02765",""
"AJBGEP_05285","persistent","aminopeptidase N","9","9","1.0","NA","NA","","","","2612","2612","2612.0","AJBGEP_05285","HFCAGB_05535","BEJGEH_04815","GEGEGB_09860","ODDLKH_07315","LNHIMF_05460","ONMMKP_05420","IKCLMC_02770","PKJKAM_01135"
"AJBGEP_05290","persistent","quinone-dependent dihydroorotate dehydrogenase","8","8","1.0","NA","NA","","","","1010","1010","1010.0","AJBGEP_05290","HFCAGB_05540","BEJGEH_04820","GEGEGB_09855","ODDLKH_07320","LNHIMF_05465","ONMMKP_05415","IKCLMC_02775",""
"AJBGEP_05295","persistent","cell division protein ZapC","9","9","1.0","NA","NA","","","","542","542","542.0","AJBGEP_05295","HFCAGB_05545","BEJGEH_04825","GEGEGB_09850","ODDLKH_07325","LNHIMF_05470","ONMMKP_05410","IKCLMC_02780","PKJKAM_00345"
"AJBGEP_05300","persistent","N-hydroxylaminopurine reductase subunit YcbX, contains MOSC domain","9","9","1.0","NA","NA","","","","1109","1109","1109.0","AJBGEP_05300","HFCAGB_05550","BEJGEH_04830","GEGEGB_09845","ODDLKH_07330","LNHIMF_05475","ONMMKP_05405","IKCLMC_02785","PKJKAM_00340"
"AJBGEP_05305","persistent","bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL","9","9","1.0","NA","NA","","","","2108","2108","2108.0","AJBGEP_05305","HFCAGB_05555","BEJGEH_04835","GEGEGB_09840","ODDLKH_07335","LNHIMF_05480","ONMMKP_05400","IKCLMC_02790","PKJKAM_00335"
"AJBGEP_05310","persistent","ABC transporter ATP-binding protein","9","9","1.0","NA","NA","","","","1907","1907","1907.0","AJBGEP_05310","HFCAGB_05560","BEJGEH_04840","GEGEGB_09835","ODDLKH_07340","LNHIMF_05485","ONMMKP_05395","IKCLMC_02795","PKJKAM_00330"
"AJBGEP_05315","persistent","membrane integrity-associated transporter subunit PqiA","9","9","1.0","NA","NA","","","","1253","1256","1253.33","AJBGEP_05315","HFCAGB_05565","BEJGEH_04845","GEGEGB_09830","ODDLKH_07345","LNHIMF_05490","ONMMKP_05390","IKCLMC_02800","PKJKAM_00325"
"AJBGEP_05320","persistent","intermembrane transport protein PqiB","9","9","1.0","NA","NA","","","","1640","1640","1640.0","AJBGEP_05320","HFCAGB_05570","BEJGEH_04850","GEGEGB_09825","ODDLKH_07350","LNHIMF_05495","ONMMKP_05385","IKCLMC_02805","PKJKAM_00320"
"AJBGEP_05325","persistent","membrane integrity-associated transporter subunit PqiC","9","9","1.0","NA","NA","","","","563","563","563.0","AJBGEP_05325","HFCAGB_05575","BEJGEH_04855","GEGEGB_09820","ODDLKH_07355","LNHIMF_05500","ONMMKP_05380","IKCLMC_02810","PKJKAM_00315"
"AJBGEP_05330","persistent","bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase","9","9","1.0","NA","NA","","","","518","518","518.0","AJBGEP_05330","HFCAGB_05580","BEJGEH_04860","GEGEGB_09815","ODDLKH_07360","LNHIMF_05505","ONMMKP_05375","IKCLMC_02815","PKJKAM_00310"
"AJBGEP_05335","persistent","putative ATP-dependent protease","9","9","1.0","NA","NA","","","","1760","1760","1760.0","AJBGEP_05335","HFCAGB_05585","BEJGEH_04865","GEGEGB_09810","ODDLKH_07365","LNHIMF_05510","ONMMKP_05370","IKCLMC_02820","PKJKAM_00305"
"AJBGEP_05340","persistent","macrodomain Ter protein MatP","8","8","1.0","NA","NA","","","","452","452","452.0","AJBGEP_05340","HFCAGB_05590","BEJGEH_04870","GEGEGB_09805","ODDLKH_07370","LNHIMF_05515","ONMMKP_05365","IKCLMC_02825",""
"AJBGEP_05345","persistent","porin OmpA","8","8","1.0","NA","NA","","","","1052","1058","1052.75","AJBGEP_05345","HFCAGB_05595","BEJGEH_04875","GEGEGB_09800","ODDLKH_07375","LNHIMF_05520","ONMMKP_05360","IKCLMC_02830",""
"AJBGEP_05350","persistent","SOS-induced cell division inhibitor SulA","9","9","1.0","NA","NA","","","","509","509","509.0","AJBGEP_05350","HFCAGB_05600","BEJGEH_04880","GEGEGB_09795","ODDLKH_07380","LNHIMF_05525","ONMMKP_05355","IKCLMC_02835","PKJKAM_03385"
"AJBGEP_05355","persistent","Transcriptional regulator of competence genes, TfoX/Sxy family","9","9","1.0","NA","NA","","","","605","605","605.0","AJBGEP_05355","HFCAGB_05605","BEJGEH_04885","GEGEGB_09785","ODDLKH_07385","LNHIMF_05530","ONMMKP_05345","IKCLMC_02840","PKJKAM_03375"
"AJBGEP_05360","persistent","Uncharacterized membrane protein YccC","9","9","1.0","NA","NA","","","","2153","2153","2153.0","AJBGEP_05360","HFCAGB_05610","BEJGEH_04890","GEGEGB_09780","ODDLKH_07390","LNHIMF_05535","ONMMKP_05340","IKCLMC_02845","PKJKAM_03370"
